#ZVView-data-copy:  15-Feb-2026 22:39:27
#=======================================
#
#name:   29-CU-0(P,X)29-CU-64,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  235
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          14.3          0.5       0.0164       0.0032  # 2015,M.Shahid+           ## D7015005  #dY:19.5%  
         14.35         0.41      0.01537      0.00151  # 2021,B.Liu+              ## S0270005  #dY:9.8%   
         14.72         1.37      0.01263      0.00282  # 2016,E.Garrido+          ## O2315027  #dY:22.3%  
            15         1.01       0.0331      0.00265  # 1997,R.Michel+           ## O0276138  #dY:8.0%   
         15.38         0.22       0.0222       0.0018  # 2021,A.S.Voyles+         ## C2921029  #dY:8.1%   
         15.78         0.35       0.0371      0.00301  # 2021,B.Liu+              ## S0270005  #dY:8.1%   
          15.8        0.987       0.0444      0.00336  # 1997,R.Michel+           ## O0276138  #dY:7.6%   
          16.1         0.34       0.0341       0.0017  # 1982,A.Gruetter          ## D0505006  #dY:5.0%   
          16.3            0       0.0336       0.0051  # 1992,S.J.Mills+          ## A0507010  #dY:15.2%  
          16.6         0.75       0.0464       0.0035  # 2021,A.S.Voyles+         ## C2921029  #dY:7.5%   
          16.7        0.968        0.054      0.00403  # 1997,R.Michel+           ## O0276138  #dY:7.5%   
         16.81         1.25      0.03543      0.01048  # 2016,E.Garrido+          ## O2315027  #dY:29.6%  
         17.09         1.18      0.04096      0.01406  # 2016,E.Garrido+          ## O2315027  #dY:34.3%  
         17.12         0.29      0.05497      0.00429  # 2021,B.Liu+              ## S0270005  #dY:7.8%   
          17.3          0.4       0.0468       0.0056  # 2015,M.Shahid+           ## D7015005  #dY:12.0%  
          17.4        0.947       0.0648      0.00523  # 1997,R.Michel+           ## O0276138  #dY:8.1%   
          17.7         0.34       0.0491        0.002  # 1982,A.Gruetter          ## D0505006  #dY:4.1%   
          18.2         0.94       0.0676       0.0054  # 1997,R.Michel+           ## O0276138  #dY:8.0%   
          18.3         0.19        0.057       0.0033  # 2021,A.S.Voyles+         ## C2921029  #dY:5.8%   
         18.38         0.22      0.07095      0.00561  # 2021,B.Liu+              ## S0270005  #dY:7.9%   
         19.13         1.13       0.0689      0.01801  # 2016,E.Garrido+          ## O2315027  #dY:26.1%  
          19.7        0.909       0.0857      0.00662  # 1997,R.Michel+           ## O0276138  #dY:7.7%   
          19.9          0.4       0.0647       0.0073  # 2015,M.Shahid+           ## D7015005  #dY:11.3%  
          20.6            0       0.0727       0.0082  # 1992,S.J.Mills+          ## A0507010  #dY:11.3%  
          20.7         0.34       0.0769            0  # 1982,A.Gruetter          ## D0505006             
          21.1        0.889       0.0973       0.0074  # 1997,R.Michel+           ## O0276138  #dY:7.6%   
          21.2         0.34       0.0845            0  # 1982,A.Gruetter          ## D0505006             
          21.4         0.34       0.0913       0.0032  # 1982,A.Gruetter          ## D0505006  #dY:3.5%   
          21.7        0.165       0.0831       0.0047  # 2021,A.S.Voyles+         ## C2921029  #dY:5.7%   
          22.3          0.3       0.1315       0.0119  # 2015,M.Shahid+           ## D7015005  #dY:9.0%   
          22.4        0.878        0.102       0.0076  # 1997,R.Michel+           ## O0276138  #dY:7.5%   
          22.5         3.43        0.106       0.0146  # 1997,R.Michel+           ## O0276138  #dY:13.8%  
          23.3         0.34       0.0997       0.0046  # 1982,A.Gruetter          ## D0505006  #dY:4.6%   
          23.6          0.6        0.145        0.014  # 2021,A.S.Voyles+         ## C2921029  #dY:9.7%   
          24.2         0.34       0.0871            0  # 1982,A.Gruetter          ## D0505006             
          24.3            0        0.108        0.011  # 1992,S.J.Mills+          ## A0507010  #dY:10.2%  
          24.5          0.3       0.1329        0.012  # 2015,M.Shahid+           ## D7015005  #dY:9.0%   
         24.72         0.81      0.11226      0.02608  # 2016,E.Garrido+          ## O2315027  #dY:23.2%  
          25.2         0.34       0.0913        0.004  # 1982,A.Gruetter          ## D0505006  #dY:4.4%   
          25.3        0.829        0.105      0.00716  # 1997,R.Michel+           ## O0276138  #dY:6.8%   
          26.6          0.3       0.1119       0.0106  # 2015,M.Shahid+           ## D7015005  #dY:9.5%   
          26.7         0.34       0.0929            0  # 1982,A.Gruetter          ## D0505006             
          27.1         0.34       0.0901            0  # 1982,A.Gruetter          ## D0505006             
          27.3         0.34       0.0883            0  # 1982,A.Gruetter          ## D0505006             
          27.6            0       0.0812       0.0087  # 1992,S.J.Mills+          ## A0507010  #dY:10.7%  
          27.8        0.803       0.0891      0.00595  # 1997,R.Michel+           ## O0276138  #dY:6.7%   
          28.5          0.3       0.0871       0.0089  # 2015,M.Shahid+           ## D7015005  #dY:10.2%  
         29.21        0.485       0.1018       0.0068  # 2021,A.S.Voyles+         ## C2921029  #dY:6.7%   
         29.48          0.6       0.0861      0.01828  # 2016,E.Garrido+          ## O2315027  #dY:21.2%  
          29.6         0.34       0.0862            0  # 1982,A.Gruetter          ## D0505006             
          30.2        0.774       0.0763      0.00579  # 1997,R.Michel+           ## O0276138  #dY:7.6%   
          30.4          0.3       0.0773       0.0082  # 2015,M.Shahid+           ## D7015005  #dY:10.6%  
          30.5         0.34       0.0717            0  # 1982,A.Gruetter          ## D0505006             
          30.6            0       0.0733       0.0081  # 1992,S.J.Mills+          ## A0507010  #dY:11.1%  
          32.1         0.34       0.0704            0  # 1982,A.Gruetter          ## D0505006             
          32.1         0.34       0.0687            0  # 1982,A.Gruetter          ## D0505006             
          32.2          0.3       0.0715       0.0077  # 2015,M.Shahid+           ## D7015005  #dY:10.8%  
          32.5        0.745       0.0706      0.00564  # 1997,R.Michel+           ## O0276138  #dY:8.0%   
          33.4            0       0.0662       0.0082  # 1992,S.J.Mills+          ## A0507010  #dY:12.4%  
          33.9          0.2       0.0684       0.0075  # 2015,M.Shahid+           ## D7015005  #dY:11.0%  
