#ZVView-data-copy:   6-Feb-2026 13:29:35
#=======================================
#
#name:   73-TA-0(P,X)73-TA-180-G,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  33
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          9.43         0.83       0.0015       0.0001  # 2018,M.Shahid+           ## D7031007  #dY:6.7%   
          13.2         0.66        0.003       0.0002  # 2018,M.Shahid+           ## D7031007  #dY:6.7%   
          16.3         0.57       0.0111       0.0007  # 2018,M.Shahid+           ## D7031007  #dY:6.3%   
            19         0.51       0.0252       0.0016  # 2018,M.Shahid+           ## D7031007  #dY:6.3%   
          21.5         0.47       0.0388       0.0025  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
          23.7         0.44       0.0506       0.0032  # 2018,M.Shahid+           ## D7031007  #dY:6.3%   
          25.8          0.4       0.0598       0.0038  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
          27.9         0.39       0.0692       0.0044  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
          29.7         0.39       0.0843       0.0054  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
          31.6         0.37       0.0963       0.0061  # 2018,M.Shahid+           ## D7031007  #dY:6.3%   
          33.3         0.33        0.104       0.0066  # 2018,M.Shahid+           ## D7031007  #dY:6.3%   
            35         0.33         0.11        0.007  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
          36.6         0.33        0.117       0.0074  # 2018,M.Shahid+           ## D7031007  #dY:6.3%   
          38.1          0.3         0.11        0.007  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
          39.6          0.3        0.106       0.0068  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
          41.1         0.29        0.105       0.0067  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
          42.5         0.29       0.0992       0.0063  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
            43            1        0.114        0.012  # 2011,Yu.E.Titarenko+     ## A0904320  #dY:10.5%  
          43.9         0.29        0.103       0.0066  # 2018,M.Shahid+           ## D7031007  #dY:6.4%   
            66            1         0.08        0.013  # 2011,Yu.E.Titarenko+     ## A0904320  #dY:16.3%  
            97            1       0.0781       0.0091  # 2011,Yu.E.Titarenko+     ## A0904320  #dY:11.7%  
           148            1       0.0549       0.0065  # 2011,Yu.E.Titarenko+     ## A0904320  #dY:11.8%  
           248            1        0.076        0.012  # 2011,Yu.E.Titarenko+     ## A0904320  #dY:15.8%  
           300            0       0.0455       0.0054  # 2021,C.Duchemin+         ## O2561072  #dY:11.9%  
           399            2       0.0406       0.0055  # 2011,Yu.E.Titarenko+     ## A0904320  #dY:13.5%  
           500            0       0.0486       0.0061  # 2021,C.Duchemin+         ## O2561072  #dY:12.6%  
           600            0       0.0577       0.0071  # 2021,C.Duchemin+         ## O2561072  #dY:12.3%  
           700            0       0.0327        0.004  # 2021,C.Duchemin+         ## O2561072  #dY:12.2%  
           900            0       0.0469       0.0063  # 2021,C.Duchemin+         ## O2561072  #dY:13.4%  
          1000            0       0.0528       0.0074  # 2021,C.Duchemin+         ## O2561072  #dY:14.0%  
          1100            0       0.0683       0.0211  # 2021,C.Duchemin+         ## O2561072  #dY:30.9%  
          1300            0       0.0573       0.0057  # 2021,C.Duchemin+         ## O2561072  #dY:9.9%   
          1700            0       0.0774       0.0084  # 2021,C.Duchemin+         ## O2561072  #dY:10.9%  
//
#-------------------------------------------------------------------------------
