name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145117271366498,29.839282320000002,0.4703861683079314
Sn08,Sn,8.046865212275799,29.633796099999998,0.4555375343753684
Ta08,Ta,27.2272634699373,29.45602624,0.46882905160779276
Cu08,Cu,22.197401921045,29.17430938,0.47502342936324266
Al_degrader_E2_E1,Al,136.6,27.8927419425,0.8870664922661247
Ni09,Ni,22.6620064110796,26.566946899999998,0.5137510570114576
Sn09,Sn,7.8286470745411,26.34755058,0.4987560316844936
Ta09,Ta,27.3770561175463,26.1545835,0.5138476520601704
Cu09,Cu,22.0914785222995,25.84684446,0.5213187099724201
Al_degrader_E4_E3,Al,136.6,24.430488234000002,0.9668426373239656
Ni10,Ni,23.1074205467587,22.94979006,0.5761104376117451
Sn10,Sn,8.2321721033795,22.698176139999998,0.5598486452021657
Ta10,Ta,27.164647152063502,22.48189448,0.5770025474341769
Cu10,Cu,22.2644313328078,22.137365000000003,0.5876887910918499
Al_degrader_E6_E5,Al,136.6,20.52117519230769,1.0909864787006551
Ni11,Ni,22.9408584114204,18.813165180000002,0.6713880717108158
Sn11,Sn,7.982003804529199,18.524356700000002,0.6549384850236776
Ta11,Ta,27.2001347393243,18.27584702,0.6765658436228653
Cu11,Cu,22.210567283127602,17.87428148,0.6926724063574421
Al_degrader_E8_E7,Al,136.6,15.925928958947367,1.3102656335397316
Ni12,Ni,23.1554160125588,13.806778728,0.8451093443375844
Sn12,Sn,8.021438398029,13.4385269,0.8391388926610361
Ta12,Ta,27.7023349124437,13.121460959999999,0.8691827386665466
Cu12,Cu,22.1770476188809,12.603647603999999,0.8979348421489497
Al_degrader_E9,Al,68.3,11.17594195,1.204177525712134
Ni13,Ni,23.1531870655676,9.590658645,1.1144663851309127
Sn13,Sn,7.3537483114218,9.112644800000002,1.131293330411242
Ta13,Ta,27.336886972071003,8.707166065714285,1.1841084460781484
Cu13,Cu,22.1683258846436,8.00314848,1.2681574920622791
Al_degrader_E10,Al,68.3,5.719175124285714,2.0762745127566617
Ni14,Ni,23.06711661929,2.8278824986363635,2.09473295163603
Sn14,Sn,7.6195431461658005,2.0189700834782607,1.9456774489292816
Ta14,Ta,27.3605790832109,1.4900973424390245,1.7595574643386374
Cu14,Cu,22.1246408363628,0.7652503300990099,1.3314530963456823
