name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145117271366498,29.849108,0.5634571184535697
Sn08,Sn,8.046865212275799,29.662378,0.5542282067127222
Ta08,Ta,27.2272634699373,29.501014,0.5638446699260355
Cu08,Cu,22.197401921045,29.245119999999996,0.5697516876675311
Al_degrader_E2_E1,Al,12.977,29.014699999999998,0.567827641102474
Ni09,Ni,22.6620064110796,28.771971999999998,0.5785617609348201
Sn09,Sn,7.8286470745411,28.584210000000002,0.5698169845660973
Ta09,Ta,27.3770561175463,28.418892,0.5804328491186556
Cu09,Cu,22.0914785222995,28.155668,0.5859093733471072
Al_degrader_E4_E3,Al,12.977,27.919068000000003,0.5844538060240517
Ni10,Ni,23.1074205467587,27.665968,0.5966324689253846
Sn10,Sn,8.2321721033795,27.467276,0.587175629453403
Ta10,Ta,27.164647152063502,27.295895999999995,0.597603377821779
Cu10,Cu,22.2644313328078,27.024991999999997,0.604396194508205
Al_degrader_E6_E5,Al,12.977,26.779334,0.6028953113468374
Ni11,Ni,22.9408584114204,26.518924,0.6154752653226611
Sn11,Sn,7.982003804529199,26.316657999999997,0.606295531103438
Ta11,Ta,27.2001347393243,26.141145999999996,0.617641810990804
Cu11,Cu,22.210567283127602,25.861162,0.6247841945472051
Al_degrader_E8_E7,Al,12.977,25.607449999999996,0.6235909697069064
Ni12,Ni,23.1554160125588,25.336312,0.637099112113649
Sn12,Sn,8.021438398029,25.125141999999997,0.6277892957322544
Ta12,Ta,27.7023349124437,24.941002,0.6399338997083995
Cu12,Cu,22.1770476188809,24.648971999999997,0.6476090048910685
Al_degrader_E9,Al,6.4885,24.440632,0.6413625500261143
Ni13,Ni,23.1531870655676,24.214612,0.6593246313129822
Sn13,Sn,7.3537483114218,23.999921999999998,0.6493545055791944
Ta13,Ta,27.336886972071003,23.815267999999996,0.6622258286838411
Cu13,Cu,22.1683258846436,23.515062,0.6706336825391341
Al_degrader_E10,Al,6.4885,23.299324,0.6641052499596732
Ni14,Ni,23.06711661929,23.065368,0.6833011521840132
Sn14,Sn,7.6195431461658005,22.841534,0.6738549746377184
Ta14,Ta,27.3605790832109,22.6485,0.6874068882401456
Cu14,Cu,22.1246408363628,22.337144,0.6969921113355588
