name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.0787121671831,54.90790170000001,0.45769994880610376
Sn01,Sn,37.475120718456,54.69478553333333,0.46365114328632423
Ta01,Ta,27.3337986505956,54.493444233333335,0.4587954031193122
Cu01,Cu,21.9057003939711,54.3303664,0.4602189208239632
Al_degrader_A1,Al,599.0,51.479737130000004,1.849583130897166
Ni02,Ni,23.090851723177398,48.54577033333334,0.5016938208906793
Sn02,Sn,37.2112063333549,48.31609660000001,0.5079393331246426
Ta02,Ta,27.3962715876557,48.1011951,0.5031207990161574
Cu02,Cu,22.2351845247373,47.92425023333334,0.5053481633322504
Al_degrader_B2,Al,415.0,45.73222895555556,1.464702438108702
Ni03,Ni,22.9661533006776,43.47958686666667,0.5460647311941893
Sn03,Sn,37.1299263811205,43.231197200000004,0.5531623282354164
Ta03,Ta,27.701888045416503,42.997528300000006,0.5485987337746142
Cu03,Cu,22.253238191917603,42.804175966666676,0.5512091568866869
Al_degrader_C5,Al,261.5,41.26620965714285,1.116884917278357
Ni04,Ni,22.982227131238,39.690842133333334,0.58564891656872
Sn04,Sn,36.990398871936,39.425361900000006,0.5936150554259807
Ta04,Ta,27.5178082110051,39.176611466666664,0.5890522018535503
Cu04,Cu,22.2886314033321,38.969960833333346,0.5924172306176105
Al_degrader_E8_E1,Al,136.6,38.05943742,0.8252919514352146
Ni05,Ni,22.9422570853291,37.12861926666667,0.6163597685135923
Sn05,Sn,8.004362278289099,36.973113133333335,0.6108777207708449
Ta05,Ta,27.1974809964118,36.83713266666667,0.6175383375949671
Cu05,Cu,22.3113271754174,36.6219114,0.6214498884732167
Al_degrader_E4_E3_E2,Al,204.89999999999998,35.234196228571435,1.0653888750565905
Ni06,Ni,22.6306650304102,33.810632033333334,0.6624949860443214
Sn06,Sn,7.816394401438701,33.64636633333334,0.6571490062889509
Ta06,Ta,27.3737995344027,33.50080196666667,0.6646589929049824
Cu06,Cu,22.2327148063246,33.269707100000005,0.6692773467526424
Al_degrader_E7_E6_E5,Al,204.89999999999998,31.768586911111115,1.1318249629405368
Ni07,Ni,22.5286949192319,30.2213063,0.7226788186418939
Sn07,Sn,25.755854006141,29.95416886666667,0.725925148035743
Ta07,Ta,27.5385876414374,29.705941433333336,0.7294145593350503
Cu07,Cu,22.2583804814744,29.452302300000003,0.7353746320173888
