name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.0787121671831,54.915350000000004,0.5635568981921878
Sn01,Sn,37.475120718456,54.700446666666664,0.5688419234042286
Ta01,Ta,27.3337986505956,54.49709,0.5653649546089676
Cu01,Cu,21.9057003939711,54.331716666666665,0.5670250315364296
Al_degrader_A1,Al,56.905,53.98892333333334,0.6037328113127161
Ni02,Ni,23.090851723177398,53.63507,0.5733353542503142
Sn02,Sn,37.2112063333549,53.417236666666675,0.579033876949834
Ta02,Ta,27.3962715876557,53.21103666666667,0.5758328970475916
Cu02,Cu,22.2351845247373,53.041423333333334,0.5772383454480094
Al_degrader_B2,Al,39.425,52.772423333333336,0.594533033107123
Ni03,Ni,22.9661533006776,52.494640000000004,0.5832088851632263
Sn03,Sn,37.1299263811205,52.27321666666667,0.5887749879103976
Ta03,Ta,27.701888045416503,52.06290000000001,0.5852819178253617
Cu03,Cu,22.253238191917603,51.89026,0.5873946422409156
Al_degrader_C5,Al,261.5,50.555406000000005,1.065824270301629
Ni04,Ni,22.982227131238,49.19936,0.6102395079529567
Sn04,Sn,36.990398871936,48.97047333333333,0.6164361356125133
Ta04,Ta,27.5178082110051,48.755723333333336,0.6133157779281041
Cu04,Cu,22.2886314033321,48.5782,0.6154532963596832
Al_degrader_E8_E1,Al,12.977,48.42212666666667,0.614505555132652
Ni05,Ni,22.9422570853291,48.25723333333334,0.6192950391820974
Sn05,Sn,8.004362278289099,48.12850666666667,0.6154917031302878
Ta05,Ta,27.1974809964118,48.015,0.6200228490413344
Cu05,Cu,22.3113271754174,47.83605,0.6222441087172569
Al_degrader_E4_E3_E2,Al,19.4655,47.64538666666667,0.6244870298804364
Ni06,Ni,22.6306650304102,47.44764333333333,0.6269689886979171
Sn06,Sn,7.816394401438701,47.319250000000004,0.6233560546215408
Ta06,Ta,27.3737995344027,47.20423,0.6281831795742385
Cu06,Cu,22.2327148063246,47.02321333333334,0.6300522262655869
Al_degrader_E7_E6_E5,Al,19.4655,46.83038666666667,0.6326067634443656
Ni07,Ni,22.5286949192319,46.630453333333335,0.6351036092551269
Sn07,Sn,25.755854006141,46.435500000000005,0.6362046971428824
Ta07,Ta,27.5385876414374,46.25299333333334,0.6376903950629612
Cu07,Cu,22.2583804814744,46.06820666666667,0.6402987718939408
