name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.0787121671831,54.89780953333334,0.4594275951541391
Sn01,Sn,37.475120718456,54.658739000000004,0.4666872220367013
Ta01,Ta,27.3337986505956,54.43285743333334,0.46048337184030025
Cu01,Cu,21.9057003939711,54.249800066666666,0.46210209553012077
Al_degrader_A1,Al,599.0,51.039340233333334,2.040372113784137
Ni02,Ni,23.090851723177398,47.72115350000001,0.5101173160209489
Sn02,Sn,37.2112063333549,47.460298800000004,0.5179213724610071
Ta02,Ta,27.3962715876557,47.2161969,0.5116945642637379
Cu02,Cu,22.2351845247373,47.015021133333335,0.5143082203828578
Al_degrader_B2,Al,415.0,44.510073930000004,1.6392583048239697
Ni03,Ni,22.9661533006776,41.9242836,0.5635265921892004
Sn03,Sn,37.1299263811205,41.637985799999996,0.5726635885622785
Ta03,Ta,27.701888045416503,41.3685874,0.5665610192743937
Cu03,Cu,22.253238191917603,41.14540960000001,0.5698871305453154
Al_degrader_C5,Al,261.5,39.360013050000006,1.2476420044747205
Ni04,Ni,22.982227131238,37.5229459,0.61386441418812
Sn04,Sn,36.990398871936,37.212374366666666,0.6241867682963697
Ta04,Ta,27.5178082110051,36.92136796666667,0.6182814003352618
Cu04,Cu,22.2886314033321,36.679204133333336,0.6226484390057113
Al_degrader_E8_E1,Al,136.6,35.60563546666667,0.904614771518121
Ni05,Ni,22.9422570853291,34.50406913333333,0.654637901556208
Sn05,Sn,8.004362278289099,34.31976553333334,0.6474203711850456
Ta05,Ta,27.1974809964118,34.15876433333334,0.6562340434590053
Cu05,Cu,22.3113271754174,33.90349326666667,0.6615979824797903
Al_degrader_E4_E3_E2,Al,204.89999999999998,32.241055200000005,1.2064340224616346
Ni06,Ni,22.6306650304102,30.5233743,0.7196672995902412
Sn06,Sn,7.816394401438701,30.324325766666668,0.7126597484607076
Ta06,Ta,27.3737995344027,30.148390866666666,0.7229730728203152
Cu06,Cu,22.2327148063246,29.86798303333333,0.7297436448361841
Al_degrader_E7_E6_E5,Al,204.89999999999998,28.01977575833334,1.321793161850853
Ni07,Ni,22.5286949192319,26.093623133333335,0.8129407536252865
Sn07,Sn,25.755854006141,25.758835500000004,0.8184449099398301
Ta07,Ta,27.5385876414374,25.4481444,0.8243201623653114
Cu07,Cu,22.2583804814744,25.12891373333333,0.8340868955678792
