name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.0787121671831,54.90777143333334,0.4573842128422
Sn01,Sn,37.475120718456,54.692526666666666,0.46339860734457206
Ta01,Ta,27.3337986505956,54.489149633333334,0.4584284708398162
Cu01,Cu,21.9057003939711,54.324425333333345,0.45985499499830257
Al_degrader_A1,Al,599.0,51.444326045454545,1.851926838792455
Ni02,Ni,23.090851723177398,48.47818166666667,0.5017625470916387
Sn02,Sn,37.2112063333549,48.24602993333334,0.5081743781131258
Ta02,Ta,27.3962715876557,48.0288022,0.503220501644319
Cu02,Cu,22.2351845247373,47.849883633333334,0.5054520515922345
Al_degrader_B2,Al,415.0,45.63221596666667,1.4800023852618012
Ni03,Ni,22.9661533006776,43.352563333333336,0.5467823235275828
Sn03,Sn,37.1299263811205,43.101079000000006,0.5541158384540787
Ta03,Ta,27.701888045416503,42.864405233333336,0.5493107613964482
Cu03,Cu,22.253238191917603,42.66865266666667,0.5519918882491742
Al_degrader_C5,Al,261.5,41.11094141428572,1.1282920998554786
Ni04,Ni,22.982227131238,39.514754833333335,0.5871643110975316
Sn04,Sn,36.990398871936,39.245595099999996,0.5953880081000317
Ta04,Ta,27.5178082110051,38.993396366666666,0.5907761493945619
Cu04,Cu,22.2886314033321,38.78398463333333,0.5941094242902839
Al_degrader_E8_E1,Al,136.6,37.86066374,0.8321229780802916
Ni05,Ni,22.9422570853291,36.91652236666667,0.6186094605913053
Sn05,Sn,8.004362278289099,36.758764,0.6129623471067914
Ta05,Ta,27.1974809964118,36.620813033333334,0.6198136367571564
Cu05,Cu,22.3113271754174,36.4023841,0.6237783442328346
Al_degrader_E4_E3_E2,Al,204.89999999999998,34.993435057142854,1.0777348567830969
Ni06,Ni,22.6306650304102,33.54743746666667,0.6659393366437983
Sn06,Sn,7.816394401438701,33.380519899999996,0.6604708817987285
Ta06,Ta,27.3737995344027,33.23275856666667,0.6681232243954794
Cu06,Cu,22.2327148063246,32.9977913,0.6729028619676914
Al_degrader_E7_E6_E5,Al,204.89999999999998,31.470728444444447,1.14706356620906
Ni07,Ni,22.5286949192319,29.8956357,0.7281732620415121
Sn07,Sn,25.755854006141,29.6235868,0.731528607004374
Ta07,Ta,27.5385876414374,29.370820833333333,0.7351308701398948
Cu07,Cu,22.2583804814744,29.112433000000003,0.7413500705993536
