name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.0787121671831,54.91061043333333,0.45738158981804117
Sn01,Sn,37.475120718456,54.70182783333334,0.46308166201219003
Ta01,Ta,27.3337986505956,54.504575066666675,0.4584355157471211
Cu01,Cu,21.9057003939711,54.344775633333334,0.45979112938333083
Al_degrader_A1,Al,599.0,51.554022849999996,1.8127221622956666
Ni02,Ni,23.090851723177398,48.6833206,0.5001205097597045
Sn02,Sn,37.2112063333549,48.4587677,0.5062053378851082
Ta02,Ta,27.3962715876557,48.24864733333334,0.5016341531696403
Cu02,Cu,22.2351845247373,48.07570396666667,0.5036745934604989
Al_degrader_B2,Al,415.0,45.93463366666667,1.4338804460545749
Ni03,Ni,22.9661533006776,43.735906799999995,0.5430976969021565
Sn03,Sn,37.1299263811205,43.49357290000001,0.5499500332323444
Ta03,Ta,27.701888045416503,43.2654523,0.5455353667955085
Cu03,Cu,22.253238191917603,43.0768495,0.5480124156285908
Al_degrader_C5,Al,261.5,41.57852852857143,1.0935164883075181
Ni04,Ni,22.982227131238,40.0445342,0.5811700999108265
Sn04,Sn,36.990398871936,39.786210033333326,0.5888080644992324
Ta04,Ta,27.5178082110051,39.544061400000004,0.5845027912936259
Cu04,Cu,22.2886314033321,39.34300076666668,0.5876426811700676
Al_degrader_E8_E1,Al,136.6,38.457560375,0.8314386316679423
Ni05,Ni,22.9422570853291,37.5535018,0.6104483795239587
Sn05,Sn,8.004362278289099,37.402440299999995,0.6052493796796301
Ta05,Ta,27.1974809964118,37.27026636666667,0.6115892284713101
Cu05,Cu,22.3113271754174,37.061275800000004,0.6152625805304812
Al_degrader_E4_E3_E2,Al,204.89999999999998,35.715410042857144,1.0403494271537526
Ni06,Ni,22.6306650304102,34.33597183333333,0.654095360432997
Sn06,Sn,7.816394401438701,34.17686786666667,0.6490066340755813
Ta06,Ta,27.3737995344027,34.035945766666664,0.6561296481581051
Cu06,Cu,22.2327148063246,33.8121114,0.6605008559091401
Al_degrader_E7_E6_E5,Al,204.89999999999998,32.36142265,1.1109270826957895
Ni07,Ni,22.5286949192319,30.868446033333335,0.7103282108909929
Sn07,Sn,25.755854006141,30.610915400000003,0.7132980120838974
Ta07,Ta,27.5385876414374,30.371521933333337,0.7165476534878394
Cu07,Cu,22.2583804814744,30.127065333333334,0.7220405674647989
