name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145117271366498,29.869275159999997,0.46459610352108466
Sn08,Sn,8.046865212275799,29.70133478,0.4549060500392928
Ta08,Ta,27.2272634699373,29.556198279999997,0.4641077690849848
Cu08,Cu,22.197401921045,29.326425999999998,0.46871896241137934
Al_degrader_E2_E1,Al,136.6,28.286757154285713,0.7763335639918222
Ni09,Ni,22.6620064110796,27.216952,0.49864027364022656
Sn09,Sn,7.8286470745411,27.04076046,0.4890771367592115
Ta09,Ta,27.3770561175463,26.8859045,0.49929438458663844
Cu09,Cu,22.0914785222995,26.63941402,0.5046437791427134
Al_degrader_E4_E3,Al,136.6,25.515090195,0.8320780895534156
Ni10,Ni,23.1074205467587,24.34953894,0.5440066725911332
Sn10,Sn,8.2321721033795,24.152770179999997,0.5338097347396051
Ta10,Ta,27.164647152063502,23.983657139999995,0.5450704062109961
Cu10,Cu,22.2644313328078,23.7152647,0.5521594966437778
Al_degrader_E6_E5,Al,136.6,22.47611475,0.9047622790724852
Ni11,Ni,22.9408584114204,21.18519062,0.6055514735049495
Sn11,Sn,7.982003804529199,20.969301539999996,0.5953627604693028
Ta11,Ta,27.2001347393243,20.78343538,0.6086346245197158
Cu11,Cu,22.210567283127602,20.48518278,0.618032479722119
Al_degrader_E8_E7,Al,136.6,19.083702,1.0181958846882067
Ni12,Ni,23.1554160125588,17.60532902,0.6990239903936342
Sn12,Sn,8.021438398029,17.3549857,0.6890654604575025
Ta12,Ta,27.7023349124437,17.13902306,0.7063111150111093
Cu12,Cu,22.1770476188809,16.79229922,0.7200497079975741
Al_degrader_E9,Al,68.3,15.8865213,0.8733476012712864
Ni13,Ni,23.1531870655676,14.92805358,0.7928976906569872
Sn13,Sn,7.3537483114218,14.649648239999998,0.7839558443336604
Ta13,Ta,27.336886972071003,14.413556419999999,0.8052358329562734
Cu13,Cu,22.1683258846436,14.021942359999999,0.8257266342062791
Al_degrader_E10,Al,68.3,12.968434440000001,1.0135614956290941
Ni14,Ni,23.06711661929,11.8365876,0.9405728172163174
Sn14,Sn,7.6195431461658005,11.503211680000001,0.9431722406387805
Ta14,Ta,27.3605790832109,11.220471449999998,0.9712900625121712
Cu14,Cu,22.1246408363628,10.749103547999999,1.0048318485268128
