name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.0787121671831,54.907802200000006,0.4575404962133516
Sn01,Sn,37.475120718456,54.69252523333334,0.4635576352478861
Ta01,Ta,27.3337986505956,54.48914016666667,0.45859304110867793
Cu01,Cu,21.9057003939711,54.324459000000004,0.46002402544396165
Al_degrader_A1,Al,599.0,51.444348872727275,1.8519592890765475
Ni02,Ni,23.090851723177398,48.47828053333333,0.5019496967835013
Sn02,Sn,37.2112063333549,48.24607136666667,0.5083575013447382
Ta02,Ta,27.3962715876557,48.02878506666667,0.5034036087180235
Cu02,Cu,22.2351845247373,47.84992080000001,0.5056225012075314
Al_degrader_B2,Al,415.0,45.63221610000001,1.4800754720286362
Ni03,Ni,22.9661533006776,43.35255886666667,0.5469648485366455
Sn03,Sn,37.1299263811205,43.10108643333333,0.5543146696560949
Ta03,Ta,27.701888045416503,42.86443763333334,0.5495983121732928
Cu03,Cu,22.253238191917603,42.66868853333333,0.5522997363043449
Al_degrader_C5,Al,261.5,41.11094178571428,1.1284104104749475
Ni04,Ni,22.982227131238,39.51474626666667,0.5874321869680468
Sn04,Sn,36.990398871936,39.245608733333334,0.5955907740306222
Ta04,Ta,27.5178082110051,38.99347916666667,0.5909126038589004
Cu04,Cu,22.2886314033321,38.784040999999995,0.594275343298318
Al_degrader_E8_E1,Al,136.6,37.860669079999994,0.8322796829984225
Ni05,Ni,22.9422570853291,36.916527900000006,0.6188148741922661
Sn05,Sn,8.004362278289099,36.75876063333333,0.6131959893081484
Ta05,Ta,27.1974809964118,36.6207922,0.6200485715537346
Cu05,Cu,22.3113271754174,36.402409133333336,0.6240162519864758
Al_degrader_E4_E3_E2,Al,204.89999999999998,34.99344921428572,1.0778841688661354
Ni06,Ni,22.6306650304102,33.54743233333333,0.666183413499032
Sn06,Sn,7.816394401438701,33.38052386666667,0.6606944176877201
Ta06,Ta,27.3737995344027,33.23278333333333,0.6684048421844022
Cu06,Cu,22.2327148063246,32.99781063333333,0.6731781983053216
Al_degrader_E7_E6_E5,Al,204.89999999999998,31.470744922222224,1.1472114870326968
Ni07,Ni,22.5286949192319,29.89563436666667,0.7284263503692501
Sn07,Sn,25.755854006141,29.62359766666667,0.7317778739443791
Ta07,Ta,27.5385876414374,29.3708855,0.735405665300735
Cu07,Cu,22.2583804814744,29.112450533333337,0.7415969823426438
