name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145117271366498,29.854269999999996,0.5608896211377066
Sn08,Sn,8.046865212275799,29.667394,0.5517612969065518
Ta08,Ta,27.2272634699373,29.50583,0.5616588387090512
Cu08,Cu,22.197401921045,29.250222,0.5672193849966696
Al_degrader_E2_E1,Al,136.6,28.089901714285716,0.8974435575072934
Ni09,Ni,22.6620064110796,26.892988000000003,0.6075953520691217
Sn09,Sn,7.8286470745411,26.695451999999996,0.5985437959715229
Ta09,Ta,27.3770561175463,26.521749999999997,0.6098677049164023
Cu09,Cu,22.0914785222995,26.244912,0.6167251188787433
Al_degrader_E4_E3,Al,136.6,24.97671533333333,0.965506560118343
Ni10,Ni,23.1074205467587,23.656628,0.6716527597025117
Sn10,Sn,8.2321721033795,23.43334,0.6622513453364969
Ta10,Ta,27.164647152063502,23.24117,0.6750629534347149
Cu10,Cu,22.2644313328078,22.935752,0.6843309977605866
Al_degrader_E6_E5,Al,136.6,21.51465218181818,1.0728151568843043
Ni11,Ni,22.9408584114204,20.024565999999997,0.763699595157677
Sn11,Sn,7.982003804529199,19.774074,0.7552150438941215
Ta11,Ta,27.2001347393243,19.558526,0.7712465671391997
Cu11,Cu,22.210567283127602,19.21151,0.7844935180739225
Al_degrader_E8_E7,Al,136.6,17.557723199999998,1.2418570031133858
Ni12,Ni,23.1554160125588,15.790322,0.918733441383299
Sn12,Sn,8.021438398029,15.488283999999998,0.9125835059565781
Ta12,Ta,27.7023349124437,15.227432,0.9357596942463379
Cu12,Cu,22.1770476188809,14.806220000000001,0.9587937169172521
Al_degrader_E9,Al,68.3,13.682538,1.1549314172521241
Ni13,Ni,23.1531870655676,12.473227199999998,1.095397404223764
Sn13,Sn,7.3537483114218,12.118021999999998,1.1018687796266848
Ta13,Ta,27.336886972071003,11.817150000000002,1.133056422911057
Cu13,Cu,22.1683258846436,11.3111268,1.1730027119839748
Al_degrader_E10,Al,68.3,9.8835423,1.4830783836705024
Ni14,Ni,23.06711661929,8.274875999999999,1.5179995469775345
Sn14,Sn,7.6195431461658005,7.78039,1.577131905675616
Ta14,Ta,27.3605790832109,7.358462249999999,1.6594039156651816
Cu14,Cu,22.1246408363628,6.616983272727272,1.8129830038044579
