name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145117271366498,29.856945999999997,0.5644382278726344
Sn08,Sn,8.046865212275799,29.67036,0.5552721408462701
Ta08,Ta,27.2272634699373,29.509193999999997,0.5652226024886124
Cu08,Cu,22.197401921045,29.253331999999997,0.5708670754002196
Al_degrader_E2_E1,Al,10.245,29.042887999999998,0.5665191077589529
Ni09,Ni,22.6620064110796,28.820609999999995,0.578984997992176
Sn09,Sn,7.8286470745411,28.633148000000002,0.5702914431200945
Ta09,Ta,27.3770561175463,28.467872,0.5808657259780439
Cu09,Cu,22.0914785222995,28.20535,0.5865045758559774
Al_degrader_E4_E3,Al,10.245,27.98959,0.5824375261777008
Ni10,Ni,23.1074205467587,27.757858,0.5961577407331049
Sn10,Sn,8.2321721033795,27.559779999999996,0.5869600596292732
Ta10,Ta,27.164647152063502,27.388655999999997,0.5974940616140046
Cu10,Cu,22.2644313328078,27.118488000000003,0.6041674220412749
Al_degrader_E6_E5,Al,10.245,26.894849999999998,0.6002467804994875
Ni11,Ni,22.9408584114204,26.656993999999997,0.6143768908121464
Sn11,Sn,7.982003804529199,26.45516,0.6051947904600633
Ta11,Ta,27.2001347393243,26.280361999999997,0.616381658516864
Cu11,Cu,22.210567283127602,26.001914,0.6235257946580879
Al_degrader_E8_E7,Al,10.245,25.771247999999996,0.6197006716923904
Ni12,Ni,23.1554160125588,25.523724,0.6349466527386375
Sn12,Sn,8.021438398029,25.313648,0.6255137185513999
Ta12,Ta,27.7023349124437,25.130396000000005,0.6377744453833188
Cu12,Cu,22.1770476188809,24.83997,0.6451550504336148
Al_degrader_E9,Al,5.1225,24.644452,0.6378023045552595
Ni13,Ni,23.1531870655676,24.431442,0.6561565366861782
Sn13,Sn,7.3537483114218,24.217979999999997,0.6463199823616782
Ta13,Ta,27.336886972071003,24.03477,0.6588502159823582
Cu13,Cu,22.1683258846436,23.736648,0.6674269129245539
Al_degrader_E10,Al,5.1225,23.53428,0.6599942436112606
Ni14,Ni,23.06711661929,23.314048000000003,0.6792815717329597
Sn14,Sn,7.6195431461658005,23.092067999999998,0.6697796976439343
Ta14,Ta,27.3605790832109,22.900716,0.6829368106523472
Cu14,Cu,22.1246408363628,22.59191,0.6924159962768046
