name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.0787121671831,54.90695770000001,0.457698543888198
Sn01,Sn,37.475120718456,54.69169263333334,0.4637399353722575
Ta01,Ta,27.3337986505956,54.4883024,0.45876471764319454
Cu01,Cu,21.9057003939711,54.32357270000001,0.46018417452295846
Al_degrader_A1,Al,599.0,51.44343528181818,1.852024191360438
Ni02,Ni,23.090851723177398,48.47734133333333,0.5022218415782235
Sn02,Sn,37.2112063333549,48.24511703333334,0.508582907010449
Ta02,Ta,27.3962715876557,48.027831133333336,0.5035971617778594
Cu02,Cu,22.2351845247373,47.84893206666667,0.5058878329416467
Al_degrader_B2,Al,415.0,45.631222055555554,1.4801647682013863
Ni03,Ni,22.9661533006776,43.3515414,0.5471610403583573
Sn03,Sn,37.1299263811205,43.100059666666674,0.5545239908605297
Ta03,Ta,27.701888045416503,42.86339303333334,0.5497932914512498
Cu03,Cu,22.253238191917603,42.6676286,0.5524798932649405
Al_degrader_C5,Al,261.5,41.109888257142856,1.1285172887209594
Ni04,Ni,22.982227131238,39.51367336666667,0.5876670874829265
Sn04,Sn,36.990398871936,39.24451113333333,0.5958151942306011
Ta04,Ta,27.5178082110051,38.992344100000004,0.5911958845102501
Cu04,Cu,22.2886314033321,38.782878933333336,0.5945594075247619
Al_degrader_E8_E1,Al,136.6,37.859512759999994,0.8324759212116488
Ni05,Ni,22.9422570853291,36.91534180000001,0.619079011521222
Sn05,Sn,8.004362278289099,36.757586833333335,0.6134524458287746
Ta05,Ta,27.1974809964118,36.619608,0.6202671733503233
Cu05,Cu,22.3113271754174,36.401224299999996,0.6242596583870449
Al_degrader_E4_E3_E2,Al,204.89999999999998,34.99224052857143,1.0780555030915646
Ni06,Ni,22.6306650304102,33.5462063,0.6664489661684356
Sn06,Sn,7.816394401438701,33.37928983333333,0.6609856294428588
Ta06,Ta,27.3737995344027,33.231524533333335,0.6686838145178299
Cu06,Cu,22.2327148063246,32.996552066666666,0.6734662860324899
Al_degrader_E7_E6_E5,Al,204.89999999999998,31.469436933333334,1.1474359188402714
Ni07,Ni,22.5286949192319,29.8942604,0.7287569807499891
Sn07,Sn,25.755854006141,29.62219816666667,0.7320950676403343
Ta07,Ta,27.5385876414374,29.369493700000003,0.7357207706235951
Cu07,Cu,22.2583804814744,29.1110387,0.7419405639508082
