name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145117271366498,29.854630259999997,0.4671280632678071
Sn08,Sn,8.046865212275799,29.66793562,0.4549958491406439
Ta08,Ta,27.2272634699373,29.506489599999995,0.46615084027795123
Cu08,Cu,22.197401921045,29.25079544,0.47150774254004185
Al_degrader_E2_E1,Al,136.6,28.090590205714282,0.8360868917249915
Ni09,Ni,22.6620064110796,26.8938612,0.5056953453756126
Sn09,Sn,7.8286470745411,26.696303840000002,0.49358204586598814
Ta09,Ta,27.3770561175463,26.522574459999998,0.5061226026919845
Cu09,Cu,22.0914785222995,26.2457916,0.5124840131842553
Al_degrader_E4_E3,Al,136.6,24.97788372666667,0.8970480359047178
Ni10,Ni,23.1074205467587,23.6581248,0.559068414798189
Sn10,Sn,8.2321721033795,23.434678379999998,0.5460351083589549
Ta10,Ta,27.164647152063502,23.24257466,0.5600469515369978
Cu10,Cu,22.2644313328078,22.93716648,0.5688002200811896
Al_degrader_E6_E5,Al,136.6,21.51654351818182,0.9949158953247275
Ni11,Ni,22.9408584114204,20.026985840000002,0.6356005082121114
Sn11,Sn,7.982003804529199,19.7766198,0.6224766943813719
Ta11,Ta,27.2001347393243,19.561147659999996,0.639498078555772
Cu11,Cu,22.210567283127602,19.214313,0.6518071619973196
Al_degrader_E8_E7,Al,136.6,17.561499236,1.1487569092769
Ni12,Ni,23.1554160125588,15.795462619999999,0.7639947184259428
Sn12,Sn,8.021438398029,15.493465860000002,0.7515850580037234
Ta12,Ta,27.7023349124437,15.23308916,0.7754022508933632
Cu12,Cu,22.1770476188809,14.8122603,0.7958204587995398
Al_degrader_E9,Al,68.3,13.69026964,1.0034348547336145
Ni13,Ni,23.1531870655676,12.483314855999998,0.9072387898506651
Sn13,Sn,7.3537483114218,12.128736100000001,0.9057696995135076
Ta13,Ta,27.336886972071003,11.828623304999999,0.9357330822466826
Cu13,Cu,22.1683258846436,11.323943364,0.9691423395767844
Al_degrader_E10,Al,68.3,9.903156278999997,1.2798490065874466
Ni14,Ni,23.06711661929,8.307571006666667,1.2417961154679886
Sn14,Sn,7.6195431461658005,7.81948862,1.2776585002615117
Ta14,Ta,27.3605790832109,7.403639917499999,1.343868544799153
Cu14,Cu,22.1246408363628,6.675459190909091,1.4658272764049656
