name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145117271366498,29.85283964,0.46666497066382684
Sn08,Sn,8.046865212275799,29.66612774,0.45450854469689833
Ta08,Ta,27.2272634699373,29.50468728,0.4656433955358989
Cu08,Cu,22.197401921045,29.248977079999996,0.4710330638444329
Al_degrader_E2_E1,Al,136.6,28.08870828857143,0.8358355748053301
Ni09,Ni,22.6620064110796,26.89192744,0.5052013643835955
Sn09,Sn,7.8286470745411,26.69434878,0.49306698988323244
Ta09,Ta,27.3770561175463,26.520611179999996,0.5056206570730745
Cu09,Cu,22.0914785222995,26.24381254,0.511972771677116
Al_degrader_E4_E3,Al,136.6,24.975840700000003,0.8967554477244674
Ni10,Ni,23.1074205467587,23.65599142,0.5585259987559966
Sn10,Sn,8.2321721033795,23.43250986,0.5454757455678303
Ta10,Ta,27.164647152063502,23.24041208,0.5594826851566307
Cu10,Cu,22.2644313328078,22.93499332,0.5682357295659766
Al_degrader_E6_E5,Al,136.6,21.514250743636364,0.99461777397441
Ni11,Ni,22.9408584114204,20.024555760000002,0.6349983598804192
Sn11,Sn,7.982003804529199,19.774159020000003,0.6218374608791589
Ta11,Ta,27.2001347393243,19.558690499999994,0.6388841087472359
Cu11,Cu,22.210567283127602,19.211810459999995,0.6511689189715587
Al_degrader_E8_E7,Al,136.6,17.558809388,1.1484318876986417
Ni12,Ni,23.1554160125588,15.792532519999998,0.7632692588742517
Sn12,Sn,8.021438398029,15.4905103,0.7508339848421286
Ta12,Ta,27.7023349124437,15.23009272,0.7746522730896757
Cu12,Cu,22.1770476188809,14.809207479999998,0.7950601144014517
Al_degrader_E9,Al,68.3,13.68703387,1.0028105246121137
Ni13,Ni,23.1531870655676,12.479867531999998,0.9063971223543403
Sn13,Sn,7.3537483114218,12.1252218,0.9048982740644166
Ta13,Ta,27.336886972071003,11.825024999999998,0.9348619272250849
Cu13,Cu,22.1683258846436,11.320231056,0.9682449967921987
Al_degrader_E10,Al,68.3,9.899052441000002,1.279102906201038
Ni14,Ni,23.06711661929,8.30294104,1.240645696354813
Sn14,Sn,7.6195431461658005,7.814659299999999,1.276438022358904
Ta14,Ta,27.3605790832109,7.398632317499999,1.3426743021092564
Cu14,Cu,22.1246408363628,6.670056349090908,1.4648524663991553
