filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,54.611,4246265.072776394,1620399.6914832564,0.222,0.016,0.019726457904212225,0.0022853165958295657,1025004309.6723466,415397409.99901235,97665.96566673146,39580.505955122666,5172.992531745164,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,55.79,2109510.2164448285,1616126.8504835858,0.38,0.03,0.019705206537261925,0.002259527294897861,297808932.33007586,231892276.96455616,28376.267968563683,22095.500425398393,5172.992531745164,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,62.985,854382.7995016914,5057334.620757413,0.043,0.003,0.01957545208248782,0.002086699246472499,1072983181.7807432,6352763400.129688,102237.55900721707,605313.3301695748,5172.992531745164,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,63.243,344313.57621283666,5033711.938629686,0.083,0.006,0.019571135775449545,0.0020800618275079942,224068444.54520407,3275908017.439928,21350.01853694179,312139.877793228,5172.992531745164,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,64.942,861613.7284115794,104933.376911641,0.028300000000000002,0.0021,0.01954380952680163,0.0020356774411626178,1646787749.6745255,290828776.06556755,156911.64837298956,27711.174470277994,5172.992531745164,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,93.13,618338.4832780573,5572.485950285447,0.066,0.019,0.01925654497045302,0.0011620943247374479,514309619.15751415,151349457.73655507,49005.20430276457,14421.101261224876,53.74605548252959,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,213.39,6335.921273859111,151.77332234399302,0.00086,0.00014000000000000001,0.015579379953212662,0.00032416241084653286,499898491.729811,83147701.55297273,47632.0620990768,7922.601386657717,1.8267508709455695,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,970.03,1169.9209309863963,55.27525594828834,0.00055,5e-05,0.003387330115143817,8.509158582450882e-05,663830148.8592976,72666034.5606924,63252.038957531935,6923.87180187636,1.2336157859896524,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,1106.09,7885.593607983056,96.88672227724751,0.0054,0.0005,0.0029568473242208245,7.853606669082728e-05,522074409.15865606,51036970.34284128,49745.060424836214,4862.979546721418,1.0530757775823032,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,1183.38,2236.468706841877,91.47989749307052,0.00169,0.00015,0.00276010581956489,7.38774492747093e-05,506840210.7649254,52463595.759102374,48293.49316483329,4998.913364373738,2.658604209635065,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,1340.85,12377.503505526623,127.01852505735945,0.0103,0.0009,0.0024275497032943665,0.00010035098595300763,523297159.0855306,51085142.28663027,49861.5682787547,4867.569536601265,1.3591640069904989,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,1350.55,13820.977721962481,133.5239802121166,0.0118,0.001,0.0024095270121629645,0.00010546413051295397,513860972.76985574,49457119.81474167,48962.455718900026,4712.445908979674,1.3591640069904989,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,1402.87,5551.640079534146,116.10707533860234,0.0048,0.00024,0.002316599502850062,0.00014174634508890127,527776174.26634014,43717590.216094516,50288.34437983231,4165.563622305337,2.5269975798295627,10/03/2025 09:44:12,9928.0,10495.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/IDM/GA10032025_IDM_Ta05_10cm.Spe,178TAg,1496.01,3106.7801762310733,53.82810073234419,0.00269,0.00023,0.0021678230575503965,0.00024280411723969823,563190199.2476534,80592212.48352417,53662.71550716087,7679.105524871288,0.9880611416132957,10/03/2025 09:44:12,9928.0,10495.0
