,cross_section,unc_cross_section
0,2.128538379877609e-27,4.6583883044831414e-29
1,1.0224368763316077e-27,2.2663867642543572e-29
2,1.8493045172381937e-28,4.313525717099299e-30
3,2.1739655848299096e-29,1.1470080477651948e-30
4,1.6322099273829754e-29,9.826021614401311e-31
5,2.257393926757863e-29,1.2397264747781604e-30
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
