,energy,unc_left,unc_right,cross_section,unc_cross_section
#0,54.48918668626002,0.5420405387242084,0.5447856463289398,1.2583894106139849e-23,2.734255268532214e-25
#1,48.02881363587576,0.5936896386597468,0.5995246758843891,7.044555933982161e-25,1.574619627987105e-26
2,42.86444300481433,0.6484430048143324,0.6537301512340008,7.201254152162751e-26,1.5600706162191631e-27
3,38.993449828966554,0.697206528329481,0.7047522382921443,1.0311574038193035e-25,2.240647239006179e-27
4,36.6207595589663,0.7303681490071483,0.738852967865121,1.4180802273620153e-25,3.1297587540491533e-27
5,33.23275857758619,0.7841442516556256,0.7962355242217356,2.9970983424095477e-25,6.746221500314895e-27
6,29.37087147710241,0.8566284492139609,0.879162992449487,5.898423767024152e-25,1.3469758647077672e-26
7,29.505685825228607,0.5507266415551371,0.5483987194962658,6.372975292798504e-25,1.505784565454742e-26
8,26.521663190554392,0.5971038848649037,0.596735141041016,8.35321670712973e-25,1.943404915649519e-26
9,23.241570397190124,0.6592984960632613,0.6627984115474881,8.4323019480438e-25,1.9997522429281887e-26
10,19.560004940001644,0.747000310372016,0.7588202348235278,2.8395321736260813e-25,6.902266776994982e-27
11,15.231692867230954,0.8959402391835365,0.9261247710351128,1.575402456478751e-29,1.3540666652793922e-30
12,11.826956491739123,1.0592042108433546,1.126284181267458,6.231388930146163e-29,1.9856781680688662e-30
13,7.402621662641025,1.3857816233868547,1.623819571764752,0.0,0.0
