,cross_section,unc_cross_section
0,2.2789901808716005e-24,4.934205185267222e-26
1,1.785741602997272e-21,3.9158475568119365e-23
2,3.826872857814364e-22,8.292587466522531e-24
3,2.6382753987988073e-24,5.740402616928193e-26
4,3.0476672271485037e-24,6.598201049649849e-26
5,1.735497773607876e-25,3.988408616896384e-27
6,7.457971819785399e-23,1.697193358164505e-24
7,3.051496835255326e-25,7.253782607609799e-27
8,6.890787869611376e-25,1.6024220437447303e-26
9,8.656811915549125e-23,2.012047846575096e-24
10,1.637547926475075e-23,3.921897000761213e-25
11,1.715770075916548e-27,3.22752986682658e-28
12,-2.0439223633107236e-27,-6.38075328191835e-29
13,5.960390615107588e-28,9.788127178397621e-29
