,cross_section,unc_cross_section
0,1.064383324084724e-26,2.321182506945718e-28
1,1.2406374199362234e-26,2.727031169019077e-28
2,1.1959876943707413e-26,2.5909061478943703e-28
3,1.323303327295854e-26,2.8662164527083047e-28
4,1.5468287306791824e-26,3.3454522303582214e-28
5,2.3706404734986466e-26,5.2307497506614865e-28
6,4.312220719461317e-26,9.818105070811127e-28
7,4.036942748198996e-26,9.4012663332077e-28
8,6.422523805354417e-26,1.489890838223714e-27
9,6.646963037752734e-26,1.5460291331694408e-27
10,4.7142311946536063e-26,1.1440528908282091e-27
11,4.568046375024457e-27,1.273011185547664e-28
12,9.258505648560852e-28,2.9003809663062746e-29
13,0.0,0.0
