,cross_section,unc_cross_section
0,4.348785246539621e-26,9.528860472806247e-28
1,5.418704994787403e-26,1.1995102195232434e-27
2,6.322230350791369e-26,1.3826980363645093e-27
3,6.956178169898707e-26,1.5220493173226303e-27
4,6.464916205642157e-26,1.410490301124494e-27
5,5.50541596774381e-26,1.2235836381597688e-27
6,2.3610856598405772e-26,5.553096891607362e-28
7,2.762295329181284e-26,6.6092374550340085e-28
8,8.608839717254874e-27,2.140344690291997e-28
9,3.496397343568731e-27,1.0068222306477543e-28
10,2.3706111023058132e-27,7.123077907803203e-29
11,9.987795174677965e-28,3.649617684902205e-29
12,7.840843273554905e-28,3.247264582075995e-29
13,2.6291897895969284e-28,1.588851602944717e-29
