,energy,unc_left,unc_right,cross_section,unc_cross_section
0,54.692545345030226,0.5479799518299515,0.550553433035148,3.37617165844933e-24,8.036069659671474e-26
1,48.24607201470267,0.6003201350034217,0.6035112893271517,1.0101620571143849e-25,2.2490943005097074e-27
2,43.101081567387695,0.6503819892228861,0.6564061557753718,1.091000932855336e-25,2.3740473598636276e-27
3,39.245610381138526,0.700627682176588,0.7088756149583162,1.0038558657467912e-25,2.28165817540422e-27
4,36.75875554500739,0.7165877942009047,0.7261313874973538,1.370913257960038e-25,2.977834317435192e-27
5,33.38054050229724,0.7739453250553225,0.7815533216752257,1.2284463126392433e-25,2.7220616455080896e-27
6,29.62359826573217,0.8566173488310831,0.8751595661197911,4.274473240229901e-26,5.128003822314596e-26
7,29.66710609807072,0.5379601378930019,0.53376015279553,1.289293980546701e-25,3.011779161153316e-27
8,26.69538596269298,0.583825173013544,0.5801467382555963,1.7284841025186556e-25,4.0078845873297244e-27
9,23.4336752018376,0.6432679452659578,0.6433847059964997,2.976350756865338e-25,6.924494163080266e-27
10,19.77549005183002,0.7286085046906194,0.7364294954321373,2.9849239686886426e-25,7.168251839598588e-27
11,15.492074604024868,0.8715960374564862,0.895201396822408,2.18791924662106e-25,6.098461208677985e-27
12,12.127095232365075,1.0325252323650762,1.0857922215094593,1.1500048346149636e-25,3.605284387069403e-27
13,7.817606029973193,1.3265662469713837,1.5415270125567933,2.1994013170592065e-26,8.011249349020372e-28
