,Activity foil,isotope,half life,half life (s),A0 bequerel,E gamma,I gamma,counting times at delays 2.00 d/2.17 d/2.33 d/2.50 d/2.67 d/2.83 d/3.00 d/3.17 d
581,A0_Sn08,118SBm,5.00 h,18000.0,253001.2542031711,1229.65,100.0,"['54.40 min', '1.66 h', '3.20 h', '7.05 h', '-', '-', '-', '-']"
444,A0_Sn08,107CDg,6.50 h,23400.0,49.23397463927765,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
384,A0_Sn08,119SBg,1.59 d,137484.0,33999.446427562354,23.87,16.5,"['7.11 min', '7.64 min', '8.22 min', '8.84 min', '9.51 min', '10.22 min', '10.99 min', '11.82 min']"
963,A0_Sn08,122SBg,2.72 d,235336.3,6468.1723367610475,564.24,70.67,"['6.07 min', '6.33 min', '6.61 min', '6.89 min', '7.19 min', '7.50 min', '7.83 min', '8.17 min']"
426,A0_Sn08,111INg,2.80 d,242326.1,321.99602651945395,245.35,94.1,"['1.51 h', '1.58 h', '1.65 h', '1.72 h', '1.79 h', '1.86 h', '1.94 h', '2.03 h']"
799,A0_Sn08,117SNm,13.60 d,1175040.0,2505.530094293013,158.56,86.4,"['8.53 min', '8.60 min', '8.67 min', '8.75 min', '8.82 min', '8.90 min', '8.97 min', '9.05 min']"
739,A0_Sn08,114INm,49.51 d,4277664.0,44.96093787854374,190.27,15.56,"['1.72 d', '1.73 d', '1.73 d', '1.73 d', '1.74 d', '1.74 d', '1.75 d', '1.75 d']"
1048,A0_Sn08,124SBg,60.20 d,5201280.0,9.101540714291682,602.726,97.8,"['1.34 d', '1.34 d', '1.35 d', '1.35 d', '1.35 d', '1.35 d', '1.36 d', '1.36 d']"
708,A0_Sn08,113SNg,115.09 d,9943776.0,2.274059222405073,391.698,64.97,"['8.12 d', '8.13 d', '8.14 d', '8.15 d', '8.16 d', '8.17 d', '8.17 d', '8.18 d']"
998,A0_Sn08,123SNg,129.20 d,11162880.0,49.30384652551862,1088.64,0.6,"['44.45 d', '44.49 d', '44.54 d', '44.58 d', '44.63 d', '44.67 d', '44.72 d', '44.77 d']"
891,A0_Sn08,119SNm,293.00 d,25315200.0,122.84155764292215,23.875,16.5,"['13.78 h', '13.78 h', '13.79 h', '13.80 h', '13.80 h', '13.81 h', '13.81 h', '13.82 h']"
459,A0_Sn09,112INg,14.97 min,898.2,51.64566357173279,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
396,A0_Sn09,116SBg,15.80 min,948.0,15621.488412821574,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
908,A0_Sn09,120SBg,15.89 min,953.4,4999.405374880994,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
943,A0_Sn09,119INm,18.00 min,1080.0,6.516227172470596,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
475,A0_Sn09,112INm,20.56 min,1233.6,807.2253256262297,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
734,A0_Sn09,113SNm,21.40 min,1284.0,1551.8896464128816,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
621,A0_Sn09,115SBg,32.10 min,1926.0,205569.7901061003,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
886,A0_Sn09,107INg,32.40 min,1944.0,15.267419160106137,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
825,A0_Sn09,111SNg,35.30 min,2118.0,13292.40882164246,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
688,A0_Sn09,108INm,39.60 min,2376.0,441.22721462927075,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
1023,A0_Sn09,123SNm,40.06 min,2403.6,3792.495172642355,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
853,A0_Sn09,117INg,43.20 min,2592.0,2981.729954771119,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
484,A0_Sn09,116INm,54.29 min,3257.4,6447.145069044865,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
663,A0_Sn09,108INg,58.00 min,3480.0,797.8679252071963,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
779,A0_Sn09,110INm,1.15 h,4146.0,459.6752232158933,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
875,A0_Sn09,113INm,1.66 h,5968.56,1034.5026766546523,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
869,A0_Sn09,117INm,1.94 h,6972.0,773.278803828586,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
551,A0_Sn09,117SBg,2.80 h,10080.0,725978.9499511219,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
516,A0_Sn09,109INg,4.17 h,15001.2,181.86405781713535,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
652,A0_Sn09,115INm,4.49 h,16149.6,986.1121332095574,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
759,A0_Sn09,110INg,4.90 h,17640.0,234.46245457446443,657.75,98.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
586,A0_Sn09,118SBm,5.00 h,18000.0,201327.1635997811,1229.65,100.0,"['1.16 h', '2.16 h', '4.31 h', '11.04 h', '-', '-', '-', '-']"
449,A0_Sn09,107CDg,6.50 h,23400.0,6.20314591826336,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
385,A0_Sn09,119SBg,1.59 d,137484.0,51560.619743612624,23.87,16.5,"['4.69 min', '5.04 min', '5.42 min', '5.83 min', '6.27 min', '6.74 min', '7.25 min', '7.79 min']"
968,A0_Sn09,122SBg,2.72 d,235336.3,10858.644886512358,564.24,70.67,"['3.61 min', '3.77 min', '3.93 min', '4.10 min', '4.28 min', '4.47 min', '4.66 min', '4.86 min']"
429,A0_Sn09,111INg,2.80 d,242326.1,130.54966872227783,245.35,94.1,"['3.78 h', '3.94 h', '4.11 h', '4.29 h', '4.47 h', '4.66 h', '4.87 h', '5.08 h']"
802,A0_Sn09,117SNm,13.60 d,1175040.0,1908.201064961747,158.56,86.4,"['11.20 min', '11.29 min', '11.39 min', '11.49 min', '11.58 min', '11.68 min', '11.78 min', '11.88 min']"
742,A0_Sn09,114INm,49.51 d,4277664.0,37.01620497115643,190.27,15.56,"['2.10 d', '2.10 d', '2.11 d', '2.11 d', '2.12 d', '2.12 d', '2.13 d', '2.13 d']"
1053,A0_Sn09,124SBg,60.20 d,5201280.0,10.294498727126204,602.726,97.8,"['1.18 d', '1.19 d', '1.19 d', '1.19 d', '1.19 d', '1.20 d', '1.20 d', '1.20 d']"
713,A0_Sn09,113SNg,115.09 d,9943776.0,2.4505131703253156,391.698,64.97,"['7.53 d', '7.53 d', '7.54 d', '7.55 d', '7.56 d', '7.56 d', '7.57 d', '7.58 d']"
1003,A0_Sn09,123SNg,129.20 d,11162880.0,40.65032051293272,1088.64,0.6,"['55.45 d', '55.51 d', '55.57 d', '55.63 d', '55.69 d', '55.74 d', '55.80 d', '55.86 d']"
893,A0_Sn09,119SNm,293.00 d,25315200.0,100.58735852532337,23.875,16.5,"['16.83 h', '16.84 h', '16.84 h', '16.85 h', '16.86 h', '16.86 h', '16.87 h', '16.88 h']"
464,A0_Sn10,112INg,14.97 min,898.2,35.36472684914224,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
401,A0_Sn10,116SBg,15.80 min,948.0,8895.05068759507,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
913,A0_Sn10,120SBg,15.89 min,953.4,4402.864447116998,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
948,A0_Sn10,119INm,18.00 min,1080.0,10.808499517215422,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
476,A0_Sn10,112INm,20.56 min,1233.6,460.4201334364983,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
735,A0_Sn10,113SNm,21.40 min,1284.0,1181.2823131929742,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
626,A0_Sn10,115SBg,32.10 min,1926.0,220514.59591697325,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
830,A0_Sn10,111SNg,35.30 min,2118.0,13714.50381418425,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
693,A0_Sn10,108INm,39.60 min,2376.0,305.4590839844472,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
1028,A0_Sn10,123SNm,40.06 min,2403.6,2813.0049543718715,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
856,A0_Sn10,117INg,43.20 min,2592.0,5187.585348732782,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
489,A0_Sn10,116INm,54.29 min,3257.4,4322.438085723225,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
668,A0_Sn10,108INg,58.00 min,3480.0,488.1530098196302,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
784,A0_Sn10,110INm,1.15 h,4146.0,292.34141923061594,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
876,A0_Sn10,113INm,1.66 h,5968.56,1263.6180918090831,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
870,A0_Sn10,117INm,1.94 h,6972.0,1438.83200867401,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
556,A0_Sn10,117SBg,2.80 h,10080.0,1039472.9169476788,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
521,A0_Sn10,109INg,4.17 h,15001.2,323.41356023077674,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
653,A0_Sn10,115INm,4.49 h,16149.6,1259.2293324403126,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
764,A0_Sn10,110INg,4.90 h,17640.0,117.42107605851912,657.75,98.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
591,A0_Sn10,118SBm,5.00 h,18000.0,110816.41376657136,1229.65,100.0,"['2.27 h', '4.57 h', '12.27 h', '-', '-', '-', '-', '-']"
386,A0_Sn10,119SBg,1.59 d,137484.0,119580.14827133968,23.87,16.5,"['2.02 min', '2.17 min', '2.33 min', '2.51 min', '2.70 min', '2.90 min', '3.12 min', '3.36 min']"
973,A0_Sn10,122SBg,2.72 d,235336.3,11744.573182391923,564.24,70.67,"['3.34 min', '3.49 min', '3.64 min', '3.80 min', '3.96 min', '4.13 min', '4.31 min', '4.50 min']"
432,A0_Sn10,111INg,2.80 d,242326.1,60.61421983012293,245.35,94.1,"['8.33 h', '8.70 h', '9.08 h', '9.48 h', '9.90 h', '10.34 h', '10.80 h', '11.28 h']"
805,A0_Sn10,117SNm,13.60 d,1175040.0,1190.0248718152009,158.56,86.4,"['17.96 min', '18.11 min', '18.26 min', '18.42 min', '18.58 min', '18.73 min', '18.89 min', '19.06 min']"
745,A0_Sn10,114INm,49.51 d,4277664.0,27.31443399300415,190.27,15.56,"['2.86 d', '2.86 d', '2.87 d', '2.88 d', '2.88 d', '2.89 d', '2.90 d', '2.90 d']"
1058,A0_Sn10,124SBg,60.20 d,5201280.0,11.638860099273025,602.726,97.8,"['1.05 d', '1.05 d', '1.05 d', '1.05 d', '1.05 d', '1.06 d', '1.06 d', '1.06 d']"
718,A0_Sn10,113SNg,115.09 d,9943776.0,2.447646032667409,391.698,64.97,"['7.53 d', '7.54 d', '7.55 d', '7.56 d', '7.57 d', '7.57 d', '7.58 d', '7.59 d']"
1008,A0_Sn10,123SNg,129.20 d,11162880.0,26.227161869968135,1088.64,0.6,"['94.86 d', '94.97 d', '95.08 d', '95.19 d', '95.30 d', '95.41 d', '95.52 d', '95.64 d']"
895,A0_Sn10,119SNm,293.00 d,25315200.0,66.66423811280367,23.875,16.5,"['1.06 d', '1.06 d', '1.06 d', '1.06 d', '1.06 d', '1.06 d', '1.06 d', '1.06 d']"
469,A0_Sn11,112INg,14.97 min,898.2,10.866208509774394,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
406,A0_Sn11,116SBg,15.80 min,948.0,11213.26252479824,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
918,A0_Sn11,120SBg,15.89 min,953.4,2247.4966193773025,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
953,A0_Sn11,119INm,18.00 min,1080.0,12.808144157225966,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
477,A0_Sn11,112INm,20.56 min,1233.6,107.1278624576961,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
736,A0_Sn11,113SNm,21.40 min,1284.0,1039.413100352537,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
631,A0_Sn11,115SBg,32.10 min,1926.0,235784.97260962435,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
835,A0_Sn11,111SNg,35.30 min,2118.0,15488.411339570526,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
698,A0_Sn11,108INm,39.60 min,2376.0,72.02723723910886,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
1033,A0_Sn11,123SNm,40.06 min,2403.6,1559.3112095155063,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
859,A0_Sn11,117INg,43.20 min,2592.0,5184.819695746511,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
494,A0_Sn11,116INm,54.29 min,3257.4,1805.762468709807,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
673,A0_Sn11,108INg,58.00 min,3480.0,123.3024564645772,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
789,A0_Sn11,110INm,1.15 h,4146.0,73.03487112776952,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
877,A0_Sn11,113INm,1.66 h,5968.56,1180.9725191776618,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
871,A0_Sn11,117INm,1.94 h,6972.0,1666.42671979805,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
561,A0_Sn11,117SBg,2.80 h,10080.0,1142365.9250438618,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
526,A0_Sn11,109INg,4.17 h,15001.2,556.3544553889905,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
654,A0_Sn11,115INm,4.49 h,16149.6,1180.5720804329571,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
769,A0_Sn11,110INg,4.90 h,17640.0,25.39736404885815,657.75,98.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
596,A0_Sn11,118SBm,5.00 h,18000.0,65413.9903534508,1229.65,100.0,"['4.40 h', '11.45 h', '-', '-', '-', '-', '-', '-']"
387,A0_Sn11,119SBg,1.59 d,137484.0,208867.99329423855,23.87,16.5,"['1.16 min', '1.24 min', '1.34 min', '1.44 min', '1.55 min', '1.66 min', '1.79 min', '1.92 min']"
978,A0_Sn11,122SBg,2.72 d,235336.3,5918.071513450511,564.24,70.67,"['6.63 min', '6.92 min', '7.22 min', '7.53 min', '7.86 min', '8.20 min', '8.56 min', '8.93 min']"
435,A0_Sn11,111INg,2.80 d,242326.1,38.77391052591347,245.35,94.1,"['13.36 h', '13.96 h', '14.60 h', '15.26 h', '15.96 h', '16.69 h', '17.46 h', '18.27 h']"
808,A0_Sn11,117SNm,13.60 d,1175040.0,629.873496295034,158.56,86.4,"['33.93 min', '34.22 min', '34.51 min', '34.81 min', '35.11 min', '35.41 min', '35.71 min', '36.01 min']"
748,A0_Sn11,114INm,49.51 d,4277664.0,15.41916627946334,190.27,15.56,"['5.14 d', '5.15 d', '5.17 d', '5.18 d', '5.19 d', '5.20 d', '5.22 d', '5.23 d']"
1063,A0_Sn11,124SBg,60.20 d,5201280.0,16.045154734807298,602.726,97.8,"['18.19 h', '18.23 h', '18.26 h', '18.30 h', '18.33 h', '18.37 h', '18.40 h', '18.44 h']"
723,A0_Sn11,113SNg,115.09 d,9943776.0,2.9751325241962125,391.698,64.97,"['6.17 d', '6.18 d', '6.19 d', '6.19 d', '6.20 d', '6.21 d', '6.21 d', '6.22 d']"
1013,A0_Sn11,123SNg,129.20 d,11162880.0,11.364854616270682,1088.64,0.6,"['1.29 y', '1.30 y', '1.30 y', '1.31 y', '1.31 y', '1.32 y', '1.32 y', '1.33 y']"
897,A0_Sn11,119SNm,293.00 d,25315200.0,34.56273071795969,23.875,16.5,"['2.04 d', '2.04 d', '2.05 d', '2.05 d', '2.05 d', '2.05 d', '2.05 d', '2.05 d']"
411,A0_Sn12,116SBg,15.80 min,948.0,17904.124552367048,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
923,A0_Sn12,120SBg,15.89 min,953.4,4773.176931178968,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
958,A0_Sn12,119INm,18.00 min,1080.0,1.2404439273385708,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
478,A0_Sn12,112INm,20.56 min,1233.6,5.924096579028139,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
737,A0_Sn12,113SNm,21.40 min,1284.0,486.9622845111403,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
636,A0_Sn12,115SBg,32.10 min,1926.0,98098.43150351604,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
840,A0_Sn12,111SNg,35.30 min,2118.0,3756.0417646438095,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
703,A0_Sn12,108INm,39.60 min,2376.0,1.2615068962698943,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
1038,A0_Sn12,123SNm,40.06 min,2403.6,162.88031813261426,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
862,A0_Sn12,117INg,43.20 min,2592.0,404.5075355883471,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
499,A0_Sn12,116INm,54.29 min,3257.4,205.1284142115297,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
678,A0_Sn12,108INg,58.00 min,3480.0,2.318706488645989,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
794,A0_Sn12,110INm,1.15 h,4146.0,1.8487384213466975,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
878,A0_Sn12,113INm,1.66 h,5968.56,298.0852633540304,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
872,A0_Sn12,117INm,1.94 h,6972.0,192.65661834439203,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
566,A0_Sn12,117SBg,2.80 h,10080.0,877515.3785638056,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
531,A0_Sn12,109INg,4.17 h,15001.2,313.43316614406433,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
655,A0_Sn12,115INm,4.49 h,16149.6,171.6869893243968,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
601,A0_Sn12,118SBm,5.00 h,18000.0,46391.28530591737,1229.65,100.0,"['7.45 h', '-', '-', '-', '-', '-', '-', '-']"
388,A0_Sn12,119SBg,1.59 d,137484.0,177701.63676000896,23.87,16.5,"['1.36 min', '1.46 min', '1.57 min', '1.69 min', '1.82 min', '1.95 min', '2.10 min', '2.26 min']"
983,A0_Sn12,122SBg,2.72 d,235336.3,801.0263634958707,564.24,70.67,"['49.19 min', '51.33 min', '53.57 min', '55.90 min', '58.33 min', '1.01 h', '1.06 h', '1.10 h']"
438,A0_Sn12,111INg,2.80 d,242326.1,9.642346386567937,245.35,94.1,"['2.94 d', '3.13 d', '3.33 d', '3.56 d', '3.80 d', '4.08 d', '4.39 d', '4.73 d']"
811,A0_Sn12,117SNm,13.60 d,1175040.0,189.65309522513752,158.56,86.4,"['1.88 h', '1.90 h', '1.91 h', '1.93 h', '1.95 h', '1.96 h', '1.98 h', '2.00 h']"
751,A0_Sn12,114INm,49.51 d,4277664.0,1.9438764349856523,190.27,15.56,"['57.18 d', '57.39 d', '57.60 d', '57.80 d', '58.01 d', '58.22 d', '58.43 d', '58.64 d']"
1068,A0_Sn12,124SBg,60.20 d,5201280.0,20.33412298373896,602.726,97.8,"['14.34 h', '14.37 h', '14.40 h', '14.43 h', '14.45 h', '14.48 h', '14.51 h', '14.54 h']"
728,A0_Sn12,113SNg,115.09 d,9943776.0,2.729796935782964,391.698,64.97,"['6.74 d', '6.75 d', '6.75 d', '6.76 d', '6.77 d', '6.77 d', '6.78 d', '6.79 d']"
899,A0_Sn12,119SNm,293.00 d,25315200.0,8.312797130246935,23.875,16.5,"['8.56 d', '8.57 d', '8.57 d', '8.57 d', '8.58 d', '8.58 d', '8.58 d', '8.59 d']"
416,A0_Sn13,116SBg,15.80 min,948.0,12079.20882456765,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
928,A0_Sn13,120SBg,15.89 min,953.4,19019.144323908025,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
738,A0_Sn13,113SNm,21.40 min,1284.0,1.5145325601966286,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
641,A0_Sn13,115SBg,32.10 min,1926.0,3250.676743660017,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
845,A0_Sn13,111SNg,35.30 min,2118.0,6.0579836235684,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1043,A0_Sn13,123SNm,40.06 min,2403.6,1.8160872097946328,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
865,A0_Sn13,117INg,43.20 min,2592.0,22.25675429129638,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
504,A0_Sn13,116INm,54.29 min,3257.4,22.10943205650187,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
879,A0_Sn13,113INm,1.66 h,5968.56,76.99823351611037,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
873,A0_Sn13,117INm,1.94 h,6972.0,18.39918580230811,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
571,A0_Sn13,117SBg,2.80 h,10080.0,211480.16108144572,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
536,A0_Sn13,109INg,4.17 h,15001.2,95.01099773808734,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
656,A0_Sn13,115INm,4.49 h,16149.6,26.73126488397415,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
606,A0_Sn13,118SBm,5.00 h,18000.0,13343.012781083306,1229.65,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
389,A0_Sn13,119SBg,1.59 d,137484.0,59920.50818985167,23.87,16.5,"['4.03 min', '4.33 min', '4.66 min', '5.01 min', '5.39 min', '5.80 min', '6.23 min', '6.70 min']"
988,A0_Sn13,122SBg,2.72 d,235336.3,2869.379367166893,564.24,70.67,"['13.69 min', '14.28 min', '14.90 min', '15.55 min', '16.22 min', '16.93 min', '17.66 min', '18.43 min']"
441,A0_Sn13,111INg,2.80 d,242326.1,2.128227293783375,245.35,94.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
814,A0_Sn13,117SNm,13.60 d,1175040.0,35.622416901832594,158.56,86.4,"['10.10 h', '10.19 h', '10.28 h', '10.36 h', '10.45 h', '10.54 h', '10.64 h', '10.73 h']"
1073,A0_Sn13,124SBg,60.20 d,5201280.0,48.822914875354016,602.726,97.8,"['5.96 h', '5.97 h', '5.98 h', '6.00 h', '6.01 h', '6.02 h', '6.03 h', '6.04 h']"
901,A0_Sn13,119SNm,293.00 d,25315200.0,1.4860693667753415,23.875,16.5,"['50.30 d', '50.33 d', '50.35 d', '50.37 d', '50.39 d', '50.41 d', '50.43 d', '50.45 d']"
421,A0_Sn14,116SBg,15.80 min,948.0,2660.7684059747226,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
933,A0_Sn14,120SBg,15.89 min,953.4,7188.112558614173,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
646,A0_Sn14,115SBg,32.10 min,1926.0,814.5497059812008,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
880,A0_Sn14,113INm,1.66 h,5968.56,6.075582788685195,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
576,A0_Sn14,117SBg,2.80 h,10080.0,45351.17695805176,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
541,A0_Sn14,109INg,4.17 h,15001.2,8.839341617281363,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
657,A0_Sn14,115INm,4.49 h,16149.6,1.6887327761669026,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
611,A0_Sn14,118SBm,5.00 h,18000.0,446.1491685785998,1229.65,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
390,A0_Sn14,119SBg,1.59 d,137484.0,6512.853245517466,23.87,16.5,"['37.27 min', '40.10 min', '43.14 min', '46.41 min', '49.93 min', '53.72 min', '57.80 min', '1.04 h']"
993,A0_Sn14,122SBg,2.72 d,235336.3,1985.3902473005087,564.24,70.67,"['19.80 min', '20.65 min', '21.55 min', '22.49 min', '23.46 min', '24.48 min', '25.54 min', '26.65 min']"
817,A0_Sn14,117SNm,13.60 d,1175040.0,1.179093179298471,158.56,86.4,"['20.11 d', '20.41 d', '20.72 d', '21.04 d', '21.36 d', '21.69 d', '22.03 d', '22.38 d']"
1078,A0_Sn14,124SBg,60.20 d,5201280.0,78.66265598289512,602.726,97.8,"['3.70 h', '3.71 h', '3.71 h', '3.72 h', '3.73 h', '3.73 h', '3.74 h', '3.75 h']"
1093,A0_Ta08,179Wm,6.40 min,384.0,2.6539510871342453,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1113,A0_Ta08,178TAg,9.31 min,558.6,28.275482934583017,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
1083,A0_Ta08,179Wg,37.05 min,2223.0,2480248.7054082146,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1181,A0_Ta08,177Wg,2.20 h,7920.0,5315.200881936561,115.65,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1128,A0_Ta08,180HFm,5.50 h,19800.0,327.0983967521935,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1169,A0_Ta08,180TAg,8.15 h,29354.4,289331.29028139793,93.324,4.51,"['1.33 h', '1.92 h', '2.79 h', '4.14 h', '6.35 h', '10.38 h', '20.41 h', '-']"
1186,A0_Ta08,177TAg,2.36 d,203616.0,19.823109353872944,112.9,7.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1143,A0_Ta08,175HFg,70.00 d,6048000.0,2.802506321052303,343.4,84.0,"['5.14 d', '5.15 d', '5.16 d', '5.17 d', '5.18 d', '5.19 d', '5.20 d', '5.21 d']"
1148,A0_Ta08,181Wg,121.20 d,10471680.0,602.6319601230111,6.24,1.03,"['1.90 d', '1.90 d', '1.90 d', '1.90 d', '1.90 d', '1.91 d', '1.91 d', '1.91 d']"
1098,A0_Ta09,179Wm,6.40 min,384.0,6.458380401306318,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1118,A0_Ta09,178TAg,9.31 min,558.6,9.105522915548953,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
1085,A0_Ta09,179Wg,37.05 min,2223.0,4070505.76451397,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
