,Activity foil,isotope,half life,half life (s),A0 bequerel,E gamma,I gamma,counting times at delays 2.00 d/2.17 d/2.33 d/2.50 d/2.67 d/2.83 d/3.00 d/3.17 d
1291,A0_Sn04,109INg,4.17 h,15001.2,3424.378373426978,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1474,A0_Sn04,115INm,4.49 h,16149.6,3332.5341735508646,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1926,A0_Sn04,110INg,4.90 h,17640.0,6185.006874916886,657.75,98.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1401,A0_Sn04,118SBm,5.00 h,18000.0,127071.40776028633,1229.65,100.0,"['1.93 h', '3.80 h', '9.00 h', '-', '-', '-', '-', '-']"
1140,A0_Sn04,107CDg,6.50 h,23400.0,631.8987668594442,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1003,A0_Sn04,119SBg,1.59 d,137484.0,25985.14116915743,23.87,16.5,"['9.30 min', '10.00 min', '10.76 min', '11.57 min', '12.44 min', '13.38 min', '14.39 min', '15.48 min']"
2294,A0_Sn04,122SBg,2.72 d,235336.3,1092.8506564287263,564.24,70.67,"['36.01 min', '37.58 min', '39.21 min', '40.92 min', '42.70 min', '44.56 min', '46.49 min', '48.52 min']"
1106,A0_Sn04,111INg,2.80 d,242326.1,1193.9470421411631,245.35,94.1,"['24.37 min', '25.40 min', '26.47 min', '27.58 min', '28.74 min', '29.96 min', '31.22 min', '32.54 min']"
1990,A0_Sn04,117SNm,13.60 d,1175040.0,4613.463103656593,158.56,86.4,"['4.63 min', '4.67 min', '4.71 min', '4.75 min', '4.79 min', '4.83 min', '4.87 min', '4.91 min']"
1844,A0_Sn04,114INm,49.51 d,4277664.0,88.98835865584417,190.27,15.56,"['20.76 h', '20.80 h', '20.85 h', '20.90 h', '20.95 h', '21.00 h', '21.05 h', '21.10 h']"
2461,A0_Sn04,124SBg,60.20 d,5201280.0,5.668076796419735,602.726,97.8,"['2.16 d', '2.17 d', '2.17 d', '2.18 d', '2.18 d', '2.18 d', '2.19 d', '2.19 d']"
1714,A0_Sn04,113SNg,115.09 d,9943776.0,20.45692676580885,391.698,64.97,"['21.21 h', '21.23 h', '21.25 h', '21.27 h', '21.30 h', '21.32 h', '21.34 h', '21.36 h']"
2391,A0_Sn04,123SNg,129.20 d,11162880.0,57.661456736707905,1088.64,0.6,"['37.31 d', '37.35 d', '37.39 d', '37.42 d', '37.46 d', '37.50 d', '37.53 d', '37.57 d']"
2148,A0_Sn04,119SNm,293.00 d,25315200.0,146.1995836747799,23.875,16.5,"['11.58 h', '11.58 h', '11.59 h', '11.59 h', '11.59 h', '11.60 h', '11.60 h', '11.61 h']"
1823,A0_Sn05,114INg,1.20 min,71.9,3.667229104362838,1299.83,0.139,"['-', '-', '-', '-', '-', '-', '-', '-']"
1684,A0_Sn05,111SBg,1.25 min,75.0,2.724680392038903,154.48,67.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1315,A0_Sn05,109INm,1.34 min,80.4,1.2184209234086012,649.8,93.51,"['-', '-', '-', '-', '-', '-', '-', '-']"
2501,A0_Sn05,124SBm,1.55 min,93.0,29.167820586408627,498.4,25.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2232,A0_Sn05,119INg,2.40 min,144.0,727.1431357190409,763.14,92.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1047,A0_Sn05,114SBg,3.49 min,209.4,92266.23717275716,1299.92,98.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1371,A0_Sn05,118SBg,3.60 min,216.0,81620.30980690752,1229.33,2.5,"['-', '-', '-', '-', '-', '-', '-', '-']"
2361,A0_Sn05,121INm,3.88 min,232.8,101.38470523992626,60.1,21.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2326,A0_Sn05,122SBm,4.19 min,251.46,11967.524546060098,61.413,55.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1906,A0_Sn05,106INm,5.20 min,312.0,4.020428067685234,632.66,91.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1876,A0_Sn05,106INg,6.20 min,372.0,20.848600635162267,632.6,99.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1498,A0_Sn05,113SBg,6.67 min,400.2,126121.05999698523,497.96,80.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1533,A0_Sn05,105AGm,7.23 min,433.8,6.542512339363113,319.16,0.16,"['-', '-', '-', '-', '-', '-', '-', '-']"
1122,A0_Sn05,111INm,7.70 min,462.0,2989.9484605770613,537.0,87.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1180,A0_Sn05,112INg,14.97 min,898.2,6806.0607149480775,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1082,A0_Sn05,116SBg,15.80 min,948.0,885594.8829531773,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2176,A0_Sn05,120SBg,15.89 min,953.4,200112.83996504388,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1761,A0_Sn05,109SNg,18.00 min,1080.0,10715.294253620012,649.8,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2264,A0_Sn05,119INm,18.00 min,1080.0,3971.9828111772927,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1199,A0_Sn05,112INm,20.56 min,1233.6,41511.13483455031,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
1738,A0_Sn05,113SNm,21.40 min,1284.0,363764.64242310496,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
1568,A0_Sn05,106AGg,23.96 min,1437.6,3.8538699749687786,621.95,0.32,"['-', '-', '-', '-', '-', '-', '-', '-']"
1456,A0_Sn05,115SBg,32.10 min,1926.0,2027562.5515667745,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2117,A0_Sn05,107INg,32.40 min,1944.0,4783.54997366499,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
985,A0_Sn05,104AGm,33.50 min,2010.0,15.446541268737455,555.8,90.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2022,A0_Sn05,111SNg,35.30 min,2118.0,67494.63338226208,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1649,A0_Sn05,108INm,39.60 min,2376.0,754.8070114860786,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
2431,A0_Sn05,123SNm,40.06 min,2403.6,28494.03994124063,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2049,A0_Sn05,117INg,43.20 min,2592.0,40265.85452776124,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1270,A0_Sn05,111CDm,48.54 min,2912.4,739.2242867379579,245.395,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1222,A0_Sn05,116INm,54.29 min,3257.4,30627.686539744864,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1614,A0_Sn05,108INg,58.00 min,3480.0,1403.96377950906,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2092,A0_Sn05,103AGg,1.09 h,3942.0,2.4073526014962865,118.74,31.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1966,A0_Sn05,110INm,1.15 h,4146.0,7940.147419719005,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
950,A0_Sn05,104AGg,1.15 h,4152.0,36.13730755995814,555.8,92.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2069,A0_Sn05,113INm,1.66 h,5968.56,4503.9839663853545,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
2062,A0_Sn05,117INm,1.94 h,6972.0,3912.3107221918785,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
1336,A0_Sn05,117SBg,2.80 h,10080.0,1357213.645275365,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1257,A0_Sn05,112AGg,3.13 h,11268.0,2.828292101616417,617.517,43.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2211,A0_Sn05,117CDm,3.36 h,12096.0,2.7342418239540702,1997.33,26.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1296,A0_Sn05,109INg,4.17 h,15001.2,2179.177486769649,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1475,A0_Sn05,115INm,4.49 h,16149.6,2966.663767910899,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1931,A0_Sn05,110INg,4.90 h,17640.0,3310.8105735812474,657.75,98.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1406,A0_Sn05,118SBm,5.00 h,18000.0,163689.35618510065,1229.65,100.0,"['1.45 h', '2.76 h', '5.82 h', '23.90 h', '-', '-', '-', '-']"
1145,A0_Sn05,107CDg,6.50 h,23400.0,584.8144412536601,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1004,A0_Sn05,119SBg,1.59 d,137484.0,31765.499543811184,23.87,16.5,"['7.61 min', '8.18 min', '8.80 min', '9.46 min', '10.18 min', '10.94 min', '11.77 min', '12.66 min']"
2299,A0_Sn05,122SBg,2.72 d,235336.3,1341.5944843049174,564.24,70.67,"['29.32 min', '30.59 min', '31.92 min', '33.31 min', '34.76 min', '36.27 min', '37.84 min', '39.49 min']"
1109,A0_Sn05,111INg,2.80 d,242326.1,1223.1811879658458,245.35,94.1,"['23.79 min', '24.79 min', '25.83 min', '26.92 min', '28.06 min', '29.24 min', '30.47 min', '31.76 min']"
1993,A0_Sn05,117SNm,13.60 d,1175040.0,4007.2292727627464,158.56,86.4,"['5.33 min', '5.38 min', '5.42 min', '5.47 min', '5.52 min', '5.56 min', '5.61 min', '5.66 min']"
1847,A0_Sn05,114INm,49.51 d,4277664.0,68.27514784532121,190.27,15.56,"['1.13 d', '1.13 d', '1.13 d', '1.14 d', '1.14 d', '1.14 d', '1.15 d', '1.15 d']"
2466,A0_Sn05,124SBg,60.20 d,5201280.0,6.422588291877778,602.726,97.8,"['1.91 d', '1.91 d', '1.91 d', '1.92 d', '1.92 d', '1.92 d', '1.93 d', '1.93 d']"
1719,A0_Sn05,113SNg,115.09 d,9943776.0,16.691326607290556,391.698,64.97,"['1.08 d', '1.08 d', '1.09 d', '1.09 d', '1.09 d', '1.09 d', '1.09 d', '1.09 d']"
2396,A0_Sn05,123SNg,129.20 d,11162880.0,57.46287902271327,1088.64,0.6,"['37.46 d', '37.49 d', '37.53 d', '37.57 d', '37.60 d', '37.64 d', '37.68 d', '37.72 d']"
2150,A0_Sn05,119SNm,293.00 d,25315200.0,145.5383076794291,23.875,16.5,"['11.63 h', '11.63 h', '11.64 h', '11.64 h', '11.65 h', '11.65 h', '11.66 h', '11.66 h']"
1827,A0_Sn06,114INg,1.20 min,71.9,3.3207072784494396,1299.83,0.139,"['-', '-', '-', '-', '-', '-', '-', '-']"
1689,A0_Sn06,111SBg,1.25 min,75.0,3.0338831107377633,154.48,67.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2506,A0_Sn06,124SBm,1.55 min,93.0,36.1061480264486,498.4,25.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2236,A0_Sn06,119INg,2.40 min,144.0,472.2467732896669,763.14,92.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1052,A0_Sn06,114SBg,3.49 min,209.4,117050.23104987816,1299.92,98.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1376,A0_Sn06,118SBg,3.60 min,216.0,157869.30532279002,1229.33,2.5,"['-', '-', '-', '-', '-', '-', '-', '-']"
2366,A0_Sn06,121INm,3.88 min,232.8,64.05356982349129,60.1,21.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2329,A0_Sn06,122SBm,4.19 min,251.46,18482.622252319863,61.413,55.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1881,A0_Sn06,106INg,6.20 min,372.0,3.1952767729441542,632.6,99.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1503,A0_Sn06,113SBg,6.67 min,400.2,50202.79070101521,497.96,80.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1538,A0_Sn06,105AGm,7.23 min,433.8,9.055224880019288,319.16,0.16,"['-', '-', '-', '-', '-', '-', '-', '-']"
1123,A0_Sn06,111INm,7.70 min,462.0,2937.7053284495314,537.0,87.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1185,A0_Sn06,112INg,14.97 min,898.2,6448.228452965444,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1087,A0_Sn06,116SBg,15.80 min,948.0,1404784.2262049688,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2181,A0_Sn06,120SBg,15.89 min,953.4,194107.38649889457,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1766,A0_Sn06,109SNg,18.00 min,1080.0,2844.0132106153587,649.8,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2269,A0_Sn06,119INm,18.00 min,1080.0,2557.5707483352903,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1200,A0_Sn06,112INm,20.56 min,1233.6,38303.14248241913,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
1739,A0_Sn06,113SNm,21.40 min,1284.0,198142.77991946856,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
1573,A0_Sn06,106AGg,23.96 min,1437.6,1.4165066430743058,621.95,0.32,"['-', '-', '-', '-', '-', '-', '-', '-']"
1461,A0_Sn06,115SBg,32.10 min,1926.0,1788808.5670763762,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2122,A0_Sn06,107INg,32.40 min,1944.0,4562.821436561335,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
990,A0_Sn06,104AGm,33.50 min,2010.0,6.84354688280584,555.8,90.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2027,A0_Sn06,111SNg,35.30 min,2118.0,65069.79218177715,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1654,A0_Sn06,108INm,39.60 min,2376.0,1169.984731464814,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
2436,A0_Sn06,123SNm,40.06 min,2403.6,30543.458747702178,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2052,A0_Sn06,117INg,43.20 min,2592.0,29449.3674846323,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1272,A0_Sn06,111CDm,48.54 min,2912.4,331.2927052018796,245.395,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1227,A0_Sn06,116INm,54.29 min,3257.4,32416.491892007365,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1619,A0_Sn06,108INg,58.00 min,3480.0,2093.562995404247,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1971,A0_Sn06,110INm,1.15 h,4146.0,4903.923641553983,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
955,A0_Sn06,104AGg,1.15 h,4152.0,15.421236583763578,555.8,92.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2070,A0_Sn06,113INm,1.66 h,5968.56,4482.575226829033,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
2063,A0_Sn06,117INm,1.94 h,6972.0,2812.1355507309786,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
1341,A0_Sn06,117SBg,2.80 h,10080.0,1344956.412735346,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1301,A0_Sn06,109INg,4.17 h,15001.2,1215.2741934205485,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1476,A0_Sn06,115INm,4.49 h,16149.6,2770.564430748014,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1936,A0_Sn06,110INg,4.90 h,17640.0,1982.005917570218,657.75,98.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1411,A0_Sn06,118SBm,5.00 h,18000.0,262886.58778678864,1229.65,100.0,"['52.23 min', '1.59 h', '3.05 h', '6.61 h', '-', '-', '-', '-']"
1150,A0_Sn06,107CDg,6.50 h,23400.0,424.8505560627571,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1005,A0_Sn06,119SBg,1.59 d,137484.0,37586.63985856847,23.87,16.5,"['6.43 min', '6.91 min', '7.43 min', '7.99 min', '8.60 min', '9.25 min', '9.94 min', '10.69 min']"
2304,A0_Sn06,122SBg,2.72 d,235336.3,2138.3417152245074,564.24,70.67,"['18.38 min', '19.17 min', '20.01 min', '20.88 min', '21.78 min', '22.73 min', '23.71 min', '24.74 min']"
1112,A0_Sn06,111INg,2.80 d,242326.1,1056.2221053594249,245.35,94.1,"['27.55 min', '28.72 min', '29.93 min', '31.19 min', '32.50 min', '33.87 min', '35.30 min', '36.79 min']"
1996,A0_Sn06,117SNm,13.60 d,1175040.0,3747.4747464149223,158.56,86.4,"['5.70 min', '5.75 min', '5.80 min', '5.85 min', '5.90 min', '5.95 min', '6.00 min', '6.05 min']"
1850,A0_Sn06,114INm,49.51 d,4277664.0,59.504382460221144,190.27,15.56,"['1.30 d', '1.30 d', '1.30 d', '1.31 d', '1.31 d', '1.31 d', '1.32 d', '1.32 d']"
2471,A0_Sn06,124SBg,60.20 d,5201280.0,7.898540842994211,602.726,97.8,"['1.55 d', '1.55 d', '1.55 d', '1.56 d', '1.56 d', '1.56 d', '1.56 d', '1.57 d']"
1724,A0_Sn06,113SNg,115.09 d,9943776.0,10.923525670778874,391.698,64.97,"['1.66 d', '1.66 d', '1.66 d', '1.66 d', '1.67 d', '1.67 d', '1.67 d', '1.67 d']"
2401,A0_Sn06,123SNg,129.20 d,11162880.0,60.84894979011621,1088.64,0.6,"['35.16 d', '35.20 d', '35.23 d', '35.26 d', '35.30 d', '35.33 d', '35.37 d', '35.40 d']"
2152,A0_Sn06,119SNm,293.00 d,25315200.0,153.91207778663426,23.875,16.5,"['11.00 h', '11.00 h', '11.00 h', '11.01 h', '11.01 h', '11.02 h', '11.02 h', '11.03 h']"
1831,A0_Sn07,114INg,1.20 min,71.9,3.0816870323170553,1299.83,0.139,"['-', '-', '-', '-', '-', '-', '-', '-']"
1694,A0_Sn07,111SBg,1.25 min,75.0,4.747423967545293,154.48,67.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2511,A0_Sn07,124SBm,1.55 min,93.0,41.28678158923139,498.4,25.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2240,A0_Sn07,119INg,2.40 min,144.0,245.00643220742057,763.14,92.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1057,A0_Sn07,114SBg,3.49 min,209.4,112226.52226496402,1299.92,98.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1381,A0_Sn07,118SBg,3.60 min,216.0,280808.5057476307,1229.33,2.5,"['-', '-', '-', '-', '-', '-', '-', '-']"
2371,A0_Sn07,121INm,3.88 min,232.8,44.14204457205464,60.1,21.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2332,A0_Sn07,122SBm,4.19 min,251.46,28957.387344033636,61.413,55.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1508,A0_Sn07,113SBg,6.67 min,400.2,20715.781475290405,497.96,80.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1543,A0_Sn07,105AGm,7.23 min,433.8,7.245811833207949,319.16,0.16,"['-', '-', '-', '-', '-', '-', '-', '-']"
1124,A0_Sn07,111INm,7.70 min,462.0,2015.1746766963497,537.0,87.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1190,A0_Sn07,112INg,14.97 min,898.2,6874.051203112944,617.517,1.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1092,A0_Sn07,116SBg,15.80 min,948.0,1774699.5176056451,1293.558,85.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2186,A0_Sn07,120SBg,15.89 min,953.4,295814.86520171544,1171.7,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1771,A0_Sn07,109SNg,18.00 min,1080.0,198.73732229693027,649.8,29.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2274,A0_Sn07,119INm,18.00 min,1080.0,1337.4263851844578,311.39,1.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1201,A0_Sn07,112INm,20.56 min,1233.6,37197.39460534688,156.61,13.33,"['-', '-', '-', '-', '-', '-', '-', '-']"
1740,A0_Sn07,113SNm,21.40 min,1284.0,95669.69248694985,77.0,0.501,"['-', '-', '-', '-', '-', '-', '-', '-']"
1466,A0_Sn07,115SBg,32.10 min,1926.0,1619378.8344092944,497.31,97.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2127,A0_Sn07,107INg,32.40 min,1944.0,2605.28299525172,204.95,47.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
995,A0_Sn07,104AGm,33.50 min,2010.0,1.9534523140645772,555.8,90.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2032,A0_Sn07,111SNg,35.30 min,2118.0,75811.73740198635,1152.98,2.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1659,A0_Sn07,108INm,39.60 min,2376.0,2103.529694972854,632.9,76.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
2441,A0_Sn07,123SNm,40.06 min,2403.6,29780.28163701148,160.32,85.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
2055,A0_Sn07,117INg,43.20 min,2592.0,20536.234459470284,552.9,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1274,A0_Sn07,111CDm,48.54 min,2912.4,104.63070674635313,245.395,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1232,A0_Sn07,116INm,54.29 min,3257.4,32451.52927339173,1293.56,84.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
1624,A0_Sn07,108INg,58.00 min,3480.0,2953.9515505966124,875.4,100.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1976,A0_Sn07,110INm,1.15 h,4146.0,2953.114334019812,657.75,97.74,"['-', '-', '-', '-', '-', '-', '-', '-']"
960,A0_Sn07,104AGg,1.15 h,4152.0,4.26994201283717,555.8,92.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2071,A0_Sn07,113INm,1.66 h,5968.56,3690.11452606492,391.698,64.94,"['-', '-', '-', '-', '-', '-', '-', '-']"
2064,A0_Sn07,117INm,1.94 h,6972.0,1934.795035806454,315.302,19.1,"['-', '-', '-', '-', '-', '-', '-', '-']"
1346,A0_Sn07,117SBg,2.80 h,10080.0,1089398.2039367948,158.562,85.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1306,A0_Sn07,109INg,4.17 h,15001.2,623.3082006044273,203.3,74.2,"['-', '-', '-', '-', '-', '-', '-', '-']"
1477,A0_Sn07,115INm,4.49 h,16149.6,2201.0854695315284,336.241,45.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
1941,A0_Sn07,110INg,4.90 h,17640.0,1088.632278911609,657.75,98.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
1416,A0_Sn07,118SBm,5.00 h,18000.0,323580.8630908293,1229.65,100.0,"['41.94 min', '1.26 h', '2.37 h', '4.82 h', '13.62 h', '-', '-', '-']"
1155,A0_Sn07,107CDg,6.50 h,23400.0,213.066964551036,93.124,4.7,"['-', '-', '-', '-', '-', '-', '-', '-']"
1006,A0_Sn07,119SBg,1.59 d,137484.0,37685.18310572535,23.87,16.5,"['6.41 min', '6.89 min', '7.41 min', '7.97 min', '8.57 min', '9.22 min', '9.92 min', '10.66 min']"
2309,A0_Sn07,122SBg,2.72 d,235336.3,4487.26528739783,564.24,70.67,"['8.75 min', '9.13 min', '9.53 min', '9.94 min', '10.37 min', '10.82 min', '11.29 min', '11.78 min']"
1115,A0_Sn07,111INg,2.80 d,242326.1,671.7342894467296,245.35,94.1,"['43.38 min', '45.22 min', '47.13 min', '49.12 min', '51.19 min', '53.35 min', '55.61 min', '57.96 min']"
1999,A0_Sn07,117SNm,13.60 d,1175040.0,3176.645221948044,158.56,86.4,"['6.72 min', '6.78 min', '6.84 min', '6.90 min', '6.96 min', '7.02 min', '7.08 min', '7.14 min']"
1853,A0_Sn07,114INm,49.51 d,4277664.0,52.409311451087554,190.27,15.56,"['1.47 d', '1.48 d', '1.48 d', '1.49 d', '1.49 d', '1.49 d', '1.50 d', '1.50 d']"
2476,A0_Sn07,124SBg,60.20 d,5201280.0,8.941109912742421,602.726,97.8,"['1.37 d', '1.37 d', '1.37 d', '1.37 d', '1.38 d', '1.38 d', '1.38 d', '1.38 d']"
1729,A0_Sn07,113SNg,115.09 d,9943776.0,5.5074484988357355,391.698,64.97,"['3.31 d', '3.31 d', '3.31 d', '3.32 d', '3.32 d', '3.32 d', '3.33 d', '3.33 d']"
2406,A0_Sn07,123SNg,129.20 d,11162880.0,57.30085842495021,1088.64,0.6,"['37.57 d', '37.61 d', '37.65 d', '37.68 d', '37.72 d', '37.76 d', '37.80 d', '37.83 d']"
2154,A0_Sn07,119SNm,293.00 d,25315200.0,143.93535001327163,23.875,16.5,"['11.76 h', '11.76 h', '11.77 h', '11.77 h', '11.78 h', '11.78 h', '11.79 h', '11.79 h']"
2920,A0_Ta01,172LUm,3.70 min,222.0,1.3005091757295724,67.35,50.4,"['-', '-', '-', '-', '-', '-', '-', '-']"
2530,A0_Ta01,179Wm,6.40 min,384.0,39101.011349091896,221.5,8.8,"['-', '-', '-', '-', '-', '-', '-', '-']"
2565,A0_Ta01,178TAg,9.31 min,558.6,3029543.7189987684,93.13,6.6,"['-', '-', '-', '-', '-', '-', '-', '-']"
2905,A0_Ta01,178LUg,28.40 min,1704.0,166.70721359280012,93.179,6.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2516,A0_Ta01,179Wg,37.05 min,2223.0,2829167.1360375197,30.7,18.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2685,A0_Ta01,174TAg,1.14 h,4104.0,3555.2494181305074,206.5,60.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2830,A0_Ta01,177Wg,2.20 h,7920.0,3473597.0180700086,115.65,47.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2600,A0_Ta01,173TAg,3.14 h,11304.0,9.16865877821528,172.2,17.5,"['-', '-', '-', '-', '-', '-', '-', '-']"
2923,A0_Ta01,176LUm,3.63 h,13086.0,7.928148992360578,88.361,8.9,"['-', '-', '-', '-', '-', '-', '-', '-']"
2605,A0_Ta01,179LUg,4.59 h,16524.0,147.89787508238257,214.33,12.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2650,A0_Ta01,180HFm,5.50 h,19800.0,14762.474032332815,332.274,94.0,"['-', '-', '-', '-', '-', '-', '-', '-']"
2735,A0_Ta01,176TAg,8.09 h,29124.0,215561.33492766175,1159.3,24.7,"['19.39 min', '27.48 min', '39.03 min', '55.63 min', '1.33 h', '1.92 h', '2.80 h', '4.18 h']"
2816,A0_Ta01,180TAg,8.15 h,29354.4,516682.32846686774,93.324,4.51,"['43.64 min', '1.04 h', '1.48 h', '2.14 h', '3.13 h', '4.68 h', '7.27 h', '12.28 h']"
2625,A0_Ta01,175TAg,10.50 h,37800.0,23989.173149756338,207.4,14.0,"['2.11 h', '2.81 h', '3.77 h', '5.12 h', '7.08 h', '10.08 h', '15.18 h', '1.10 d']"
2765,A0_Ta01,173HFg,23.60 h,84960.0,8128.186120885648,123.675,83.0,"['10.14 min', '11.41 min', '12.84 min', '14.44 min', '16.25 min', '18.28 min', '20.58 min', '23.16 min']"
