name,compound,areal_density,mu_E,sig_E
Ni08,Ni,23.145117271366498,29.854013799999997,0.46735507423110323
Sn08,Sn,8.046865212275799,29.667287999999996,0.4552231315036616
Ta08,Ta,27.2272634699373,29.50582858,0.4663511857550955
Cu08,Cu,22.197401921045,29.250154100000003,0.4717277450534259
Al_degrader_E2_E1,Al,136.6,28.089915814285717,0.8362384651341436
Ni09,Ni,22.6620064110796,26.89317548,0.5059470070341059
Sn09,Sn,7.8286470745411,26.69560684,0.49384697320649285
Ta09,Ta,27.3770561175463,26.521884019999998,0.506394549801476
Cu09,Cu,22.0914785222995,26.24510032,0.5127264560522478
Al_degrader_E4_E3,Al,136.6,24.97716924,0.8972074411181743
Ni10,Ni,23.1074205467587,23.65739456,0.5593350198963107
Sn10,Sn,8.2321721033795,23.43390542,0.5463282933316045
Ta10,Ta,27.164647152063502,23.24180892,0.5603418454911552
Cu10,Cu,22.2644313328078,22.936406139999995,0.5690821123267716
Al_degrader_E6_E5,Al,136.6,21.515738814545454,0.9951230869725587
Ni11,Ni,22.9408584114204,20.0261167,0.635946096128524
Sn11,Sn,7.982003804529199,19.775749499999996,0.6228008879648054
Ta11,Ta,27.2001347393243,19.56028034,0.6398321234585557
Cu11,Cu,22.210567283127602,19.21340856,0.6521247587070487
Al_degrader_E8_E7,Al,136.6,17.560541088,1.149012180903134
Ni12,Ni,23.1554160125588,15.79442742,0.7644010072940404
Sn12,Sn,8.021438398029,15.492431659999998,0.7520325765747414
Ta12,Ta,27.7023349124437,15.23202702,0.7758333885506086
Cu12,Cu,22.1770476188809,14.811184800000001,0.7962563654056147
Al_degrader_E9,Al,68.3,13.689109975000001,1.0038697502940803
Ni13,Ni,23.1531870655676,12.482062116,0.9077840897468971
Sn13,Sn,7.3537483114218,12.1274447,0.9063500725668365
Ta13,Ta,27.336886972071003,11.827312319999999,0.936306976998579
Cu13,Cu,22.1683258846436,11.322592619999998,0.9697508664402087
Al_degrader_E10,Al,68.3,9.901638366,1.2804803590671938
Ni14,Ni,23.06711661929,8.30581448,1.2426369744307182
Sn14,Sn,7.6195431461658005,7.8176545200000005,1.2785652162965992
Ta14,Ta,27.3605790832109,7.401692302499999,1.3448932404515417
Cu14,Cu,22.1246408363628,6.673277121818182,1.4672837201007132
