name,compound,areal_density,mu_E,sig_E
Ni01,Ni,23.0787121671831,54.90748923333334,0.45737139327255577
Sn01,Sn,37.475120718456,54.69223796666667,0.46337428806369074
Ta01,Ta,27.3337986505956,54.4888447,0.4583948508457637
Cu01,Cu,21.9057003939711,54.32411256666667,0.4598671157288217
Al_degrader_A1,Al,599.0,51.44401623636364,1.851913028104628
Ni02,Ni,23.090851723177398,48.47790053333333,0.5017162414217644
Sn02,Sn,37.2112063333549,48.2457328,0.5081672011626619
Ta02,Ta,27.3962715876557,48.0284611,0.5032225145202899
Cu02,Cu,22.2351845247373,47.84956743333334,0.5054219256087717
Al_degrader_B2,Al,415.0,45.63185482222222,1.4800114170997585
Ni03,Ni,22.9661533006776,43.35217360000001,0.5467497557960497
Sn03,Sn,37.1299263811205,43.10072226666667,0.5540781337779558
Ta03,Ta,27.701888045416503,42.8640357,0.5493337744870387
Cu03,Cu,22.253238191917603,42.6683048,0.5520440631238537
Al_degrader_C5,Al,261.5,41.11056894285714,1.1282918582737724
Ni04,Ni,22.982227131238,39.514377066666675,0.5871625498565641
Sn04,Sn,36.990398871936,39.245223200000005,0.5953541317415713
Ta04,Ta,27.5178082110051,38.99307793333334,0.5907327525988909
Cu04,Cu,22.2886314033321,38.783642300000004,0.5940695012516439
Al_degrader_E8_E1,Al,136.6,37.860275279999996,0.8321208029011908
Ni05,Ni,22.9422570853291,36.916103533333334,0.6185613116047449
Sn05,Sn,8.004362278289099,36.7583515,0.6129415924711615
Ta05,Ta,27.1974809964118,36.6203493,0.6197521165671885
Cu05,Cu,22.3113271754174,36.4019885,0.6237460587993723
Al_degrader_E4_E3_E2,Al,204.89999999999998,34.99302465714286,1.077726502023335
Ni06,Ni,22.6306650304102,33.5469832,0.6659099530600415
Sn06,Sn,7.816394401438701,33.380069133333336,0.6604070920429173
Ta06,Ta,27.3737995344027,33.2323201,0.6681427974637283
Cu06,Cu,22.2327148063246,32.997381366666666,0.6729105161605557
Al_degrader_E7_E6_E5,Al,204.89999999999998,31.47028562222222,1.147034583503601
Ni07,Ni,22.5286949192319,29.895192666666667,0.7281122323375397
Sn07,Sn,25.755854006141,29.62311186666667,0.7315010879138747
Ta07,Ta,27.5385876414374,29.370356700000002,0.735090516942263
Cu07,Cu,22.2583804814744,29.111949266666667,0.7413043740772941
