,filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
2,CA09242025_Cu03_45cm_IDM.Spe,61CUg,282.956,110127.62076534472,400.5631791115932,0.122,0.0061,0.0007647332766292,1.4193135040985445e-05,1476439480.2810564,79051834.62641746,1897737.121183877,101609.04193626922,1.3763072193099648,09/24/2025 18:42:32,622.0,778.0
3,CA09242025_Cu03_45cm_IDM.Spe,61CUg,373.05,13960.020123200584,370.14813576937,0.021,0.004,0.0005842316546769,9.962634339781818e-06,1423216197.5433395,275040497.2143056,1829326.732060848,353522.48999268067,6.340691311688067,09/24/2025 18:42:32,622.0,778.0
5,CA09242025_Cu03_45cm_IDM.Spe,61CUg,529.169,2757.690874961523,70.29293476945992,0.0038,0.0007,0.0004177973859438,6.789473900973082e-06,2172628535.8313546,407678865.798249,2792581.6655930006,524008.824933482,1.1700256312647028,09/24/2025 18:42:32,622.0,778.0
7,CA09242025_Cu03_45cm_IDM.Spe,61CUg,588.605,5114.7498569692125,80.6732049517452,0.0117,0.0021,0.0003778295862013,5.936502673281016e-06,1447210773.1389525,262527416.7961644,1860168.088867548,337438.83906962007,1.0688729973602782,09/24/2025 18:42:32,622.0,778.0
9,CA09242025_Cu03_45cm_IDM.Spe,61CUg,656.008,39272.0456146229,216.6130606754429,0.108,0.02,0.0003409931496211,5.2416444375284555e-06,1333838737.2447872,248057172.6497192,1714445.6776925286,318839.55353434343,1.2642710430275848,09/24/2025 18:42:32,622.0,778.0
13,CA09242025_Cu03_45cm_IDM.Spe,61CUg,816.692,1060.5096042624375,46.45404343562296,0.0031,0.0006,0.0002768162704424,4.559808700734382e-06,1545790063.7193334,311445075.3958243,1986876.688585261,400315.0069355068,1.2573440412827075,09/24/2025 18:42:32,622.0,778.0
15,CA09242025_Cu03_45cm_IDM.Spe,61CUg,841.211,703.290043061413,58.32966353644584,0.0021,0.0004,0.0002690805150402,4.537900036305667e-06,1556761691.9580066,329747834.3759723,2000979.0385064352,423840.40408222657,2.4865430574559744,09/24/2025 18:42:32,622.0,778.0
18,CA09242025_Cu03_45cm_IDM.Spe,61CUg,902.294,331.49045221207257,34.698169076000646,0.00083,0.00016,0.000251530863896,4.526725257814418e-06,1986053126.5409267,450522179.8164683,2552767.514834096,579077.351949188,0.910873266481084,09/24/2025 18:42:32,622.0,778.0
19,CA09242025_Cu03_45cm_IDM.Spe,61CUg,908.631,2993.3935689029536,56.37674525121377,0.011,0.002,0.0002498285480773,4.527677465441209e-06,1362442819.6018758,251499259.51004383,1751211.8503880152,323263.8297044266,0.910873266481084,09/24/2025 18:42:32,622.0,778.0
21,CA09242025_Cu03_45cm_IDM.Spe,61CUg,1099.56,534.5172409797156,33.561094800587284,0.0025,0.0004,0.0002062505516868,4.459146298031834e-06,1296629215.282734,231514827.67276773,1666618.5286410465,297576.89932232356,1.5322802577544956,09/24/2025 18:42:32,622.0,778.0
