filename,isotope,energy,counts,unc_counts,intensity,unc_intensity,efficiency,unc_efficiency,decays,unc_decays,decay_rate,unc_decay_rate,chi2,start_time,live_time,real_time
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,179Wg,30.7,108003.6249822531,7919.736003958889,0.18,0.009000000000000001,3.1005971532578014e-06,4.310920661795455e-05,218252939287.41074,3034545447151.218,1455019595.249405,20230302981.008118,492.9766866516765,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,177TAg,54.611,105.36329228654743,2065.7604945242197,0.239,0.019,3.613782012943897e-06,3.7606501854632286e-05,137584369.44366577,3053961894.0890765,917229.1296244385,20359745.960593842,61.93783451400683,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,180TAg,54.611,1145.4201022780449,2506.596580334132,0.203,0.008,3.613782012943897e-06,3.7606501854632286e-05,1760947583.9273717,18726148798.025486,11739650.559515812,124840991.98683657,61.93783451400683,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,177TAg,55.79,8357.81871636619,121893.89241308834,0.41000000000000003,0.03,3.6545274912796553e-06,3.722820939966246e-05,6290967985.394488,111916128124.21584,41939786.56929659,746107520.8281056,61.93783451400683,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,180TAg,55.79,55744.264184638516,200730.11431201996,0.35000000000000003,0.013999999999999999,3.6545274912796553e-06,3.722820939966246e-05,49151924592.12639,531069583825.94916,327679497.2808426,3540463892.1729946,61.93783451400683,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,179Wg,56.28,91329.14802788604,87055.79351899124,0.223,0.005,3.6718563593822034e-06,3.706760865869801e-05,125793580226.26816,1275545348140.2905,838623868.1751211,8503635654.268603,61.93783451400683,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,179Wg,57.535,227542.8744610294,8436.583606336793,0.386,0.008,3.7173160236463664e-06,3.664756287131915e-05,178848816129.83826,1763216841458.7104,1192325440.8655884,11754778943.05807,61.93783451400683,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,179Wm,57.981,48637.21195907417,7376.885981737117,0.156,0.013000000000000001,3.7338498144709243e-06,3.6495361740886156e-05,94173095508.5746,920610198746.6393,627820636.7238307,6137401324.977595,61.93783451400683,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,179Wm,59.318,3033.6558344413497,797.1968804038562,0.268,0.022000000000000002,3.7846250385348807e-06,3.603028459040521e-05,3373248024.6287084,32127387822.541924,22488320.164191388,214182585.48361284,61.93783451400683,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,180TAg,62.985,247.68006451773874,4236.487839646922,0.0393,0.0016,3.9334630194336355e-06,3.4691595651832644e-05,1807020370.383142,34775691488.18855,12046802.469220947,231837943.25459036,34.92519092231035,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,177TAg,62.985,483.3476007528338,3594.6570917926483,0.046,0.004,3.9334630194336355e-06,3.4691595651832644e-05,3012772108.4462953,34758576113.34351,20085147.389641967,231723840.75562343,34.92519092231035,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,180TAg,63.243,273.8164329399321,1739.9493110985861,0.076,0.003,3.944475018794295e-06,3.459415789993994e-05,1030140174.0832238,11157037597.857702,6867601.160554825,74380250.65238468,34.92519092231035,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,177TAg,63.243,105.69089078090693,389.4643928487074,0.08900000000000001,0.006999999999999999,3.944475018794295e-06,3.459415789993994e-05,339545484.8414162,3230365530.887179,2263636.565609441,21535770.205914527,34.92519092231035,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,180TAg,64.942,1329.034521551143,15101.06099891168,0.0259,0.001,4.018799175060525e-06,3.3942565015666146e-05,14400574272.089716,203879314780.45615,96003828.4805981,1359195431.8697076,34.92519092231035,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,179Wg,64.948,44135.496824137495,14468.012449886368,0.0435,0.0009,4.019067240306886e-06,3.394023407355889e-05,284716809717.4173,2406195977897.241,1898112064.782782,16041306519.314941,34.92519092231035,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,179Wg,65.222,49382.77627391911,15425.829591400834,0.0842,0.0018,4.031351022702792e-06,3.383356922107703e-05,164078778211.8255,1378007858569.0374,1093858521.41217,9186719057.126915,34.92519092231035,09/24/2025 16:08:13,133.0,150.0
/Users/hannah.ekeberg/PhD/Ta_Sn_analysis/spectra/LEPS/BQ09242025_Ta07_40cm_LEPS.Spe,179Wm,66.95,14873.884888132177,1000.8229419034654,0.0305,0.0025,4.110728059710029e-06,3.3151260721601055e-05,133796713961.21819,1079107022819.0869,891978093.0747879,7194046818.793913,34.92519092231035,09/24/2025 16:08:13,133.0,150.0
